name,stn,scene_date,lat,lon,B2,B3,B4,B5,B6,B7,B8,B11,B12,NDWI,MNDWI,NDCI,NDTI,Red_Green,RedEdge_Ratio
Alur Lake,ALR,2023-08-16,13.0788,77.582,,,,,,,,,,,,,,,
Doddakannehalli Lake,DKN,2023-08-16,12.974,77.627,0.10745892561692545,0.12908265546392286,0.12867147582923932,0.16587383391417615,0.2641030344633366,0.30491364452423697,0.30280777977259143,0.23815364170802972,0.1791045094518957,-0.42871943486383973,-0.33905851720157776,0.17867785371798892,-0.023142782537567137,0.9666465628185676,1.537846603179131
Yelemallappa Shetty Lake,YMS,2023-08-16,13.0066,77.678,,,,,,,,,,,,,,,
Munekolalu Lake,MNK,2023-08-16,12.9601,77.7004,0.12590484268318436,0.15534129961533205,0.17874948700722523,0.22103711902583245,0.2998878721756878,0.3307560991060747,0.320871225452242,0.31460793270922777,0.24687195748574672,-0.3515150018030658,-0.3460234345194265,0.1243351416532452,0.054434852369082555,1.1284721853799815,1.317825547405459
Singapura Lake,SGP,2023-08-16,13.0906,77.582,0.15644116114494952,0.1898423053744717,0.20816436018888554,0.24254912509242002,0.28432754638594526,0.30896575713833063,0.2995367742844065,0.31760728796253923,0.27650372495863107,-0.22532553472703354,-0.25562881586317165,0.08266744556139918,0.04353199665434059,1.0937505487498784,1.1945021562415097
Veerapura Tank,VRP,2023-08-16,13.087,77.56,,,,,,,,,,,,,,,
Kannamangala Lake,KNM,2023-08-16,13.0661,77.7671,0.05710601620288835,0.07655281083328325,0.05617601301635223,0.10501095103909833,0.23569936245156758,0.27472315956322657,0.2723256921451216,0.12754437830221899,0.07325317013032753,-0.5114549815313697,-0.23826824489573478,0.300165638890866,-0.15590572746563697,0.7337107990921787,1.9011624102701943
Uttarahalli Doraikere,UTH,2023-08-16,12.898,77.5475,,,,,,,,,,,,,,,
Malathahalli Lake,MLT,2023-08-16,12.948,77.5358,,,,,,,,,,,,,,,
Ullalu Lake,ULL,2023-08-16,12.9275,77.5201,0.13065299440199976,0.15319293062496914,0.16044372030643136,0.19819330000352092,0.29934810055275857,0.3383720944970602,0.32996966869696853,0.27260135549061726,0.20302081118191734,-0.39045391683727454,-0.31565296647448937,0.1480166119580385,0.007426934644074028,1.026284569306998,1.4312632921994362
Kammagondanahalli Lake,KMG,2023-08-16,12.9649,77.546,0.13366191733558655,0.15286383938782436,0.16471525461558145,0.19575325306294877,0.25258593155893544,0.28406884945782257,0.27613111885649894,0.2613441170257709,0.22551505773834685,-0.29359335577706747,-0.27445651719329905,0.10340219461423164,0.029983918330010816,1.067378590207113,1.2644575000805298
Byrasandra Upper Lake,BYU,2023-08-16,12.9672,77.6244,0.05093269866966987,0.06833950530425865,0.06231687213270284,0.10330184768072082,0.216477028929401,0.25942203843175926,0.25751172661364113,0.18485341029070163,0.11923942070810156,-0.5782811775920944,-0.46315749533417916,0.25933816211116617,-0.055361140164495164,0.9001265901795203,1.7441296224370109
Byrasandra Tank,BYT,2023-08-16,12.9638,77.5875,0.09873141851460747,0.1311404293955725,0.15788411067845273,0.1956120450545583,0.2831090566701866,0.3155981837381202,0.3068451355156632,0.3012853783878915,0.24383257655755014,-0.4179853257873636,-0.41114642104574645,0.1465920316562196,0.06186278496670948,1.1565188436617493,1.4241427399220397
Kalkere Tank,KLK,2023-08-16,13.0225,77.7027,0.1492291062121426,0.19070992060687858,0.2184391013442513,0.2544720946612198,0.3002538420904353,0.3261254120298634,0.3182430764896466,0.35337030567685607,0.29907235526130466,-0.25893442678582484,-0.3071114967135804,0.08709171888167917,0.0676525359229365,1.1497978432162221,1.215410456903988
Nayandanahalli Tank,NYD,2023-08-16,12.9342,77.5227,0.09347817688919015,0.11676918028755054,0.1176102508688854,0.15624460352422906,0.23157921043713986,0.2609034649271434,0.2575711453744493,0.23022064554388336,0.17799767028126054,-0.38324286504737115,-0.3423511023121543,0.16318565034777774,-0.0053013439064665945,0.9926019679071776,1.4256006919203053
Jigani Tank,JGN,2023-08-16,12.8023,77.5979,0.21874172416220788,0.21786693166846985,0.2079756482383926,0.23754651154604328,0.2870700471698115,0.3376904393128695,0.32999252675302737,0.37273571177133197,0.34934804632497907,-0.2260061316472442,-0.28146293889525714,0.08418252254736447,-0.024675921496162292,0.955765185660706,1.2137050782272005
Dasarahalli Tank,DSH,2023-08-16,13.044,77.5021,0.1487018204866369,0.17448632729709806,0.18966942132301134,0.21697122786013606,0.24758922145145987,0.27163120180288036,0.2665320433818092,0.29509407725624165,0.2681829430613757,-0.2141929414524848,-0.2637523536536291,0.07489961131187657,0.04060279813069177,1.0862432971164842,1.1765357008558024
Ramammana Kere,RMK,2023-08-16,13.017,77.572,,,,,,,,,,,,,,,
Yelachenahalli Lake,YLC,2023-08-16,12.8982,77.5855,0.18010539083557953,0.18940242765486404,0.20929690168271814,0.26889299191374666,0.28487654986522915,0.3086528301886793,0.2745424528301887,0.31721010781671166,0.3100137466307277,-0.18505852204132892,-0.2527527686763046,0.12411776988324662,0.049365906719580355,1.104666273749352,1.2881429062746104
Sompura Lake,SOM,2023-08-16,12.97,77.6,0.1536686826726749,0.17718796416910443,0.1911189013823635,0.2195608110962474,0.2645466837991973,0.28842912060832243,0.2785234351897488,0.28310870238681973,0.25290763219038265,-0.23640610595037878,-0.24799420521664803,0.08935534296244792,0.03168337143712759,1.072123253426633,1.2338572534238113
Tubarahalli Tank,TBH,2023-08-16,12.968,77.73,0.07531706724847802,0.09838617351627803,0.09583097114811893,0.14092658971742258,0.24956208959425685,0.28947585248266866,0.2904936763205123,0.2379047436393706,0.16070578878840122,-0.5074043208690283,-0.430136977763521,0.21601287910121736,-0.02632990193899257,0.9529436334892908,1.598178146496381
Madhure Tank,MDH,2023-08-16,13.05,77.48,,,,,,,,,,,,,,,
Shivapura Tank,SHP,2023-08-16,13.061,77.51,0.16124828378872585,0.18859350010476322,0.20972100241381916,0.24748696515333599,0.29606208139595647,0.3257834595893634,0.32631696881040717,0.33455699284258966,0.27979512564651804,-0.26787474701062636,-0.2795034545760907,0.08566345107410629,0.051475786166648656,1.110566660242999,1.193126864860714
Dhorekere Tank,DHK,2023-08-16,13.028,77.71,,,,,,,,,,,,,,,
Vengaiyyanakere,VGY,2023-08-16,13.0088,77.6871,0.08717272759276204,0.11864388915212787,0.12933571431160265,0.17790026754910954,0.3122345736816166,0.36561520101386996,0.3622557699077659,0.31895962120678756,0.23237986692952195,-0.522990284453211,-0.4726339889836295,0.20219811826484685,0.002794320254609285,1.0216207720142445,1.5964486511643732
Chinnakurchi Kere,CNK,2023-08-16,13.01,77.72,0.1153878777892854,0.1493323227586539,0.1707618971101932,0.2290008803314188,0.3226154787684773,0.36156566236700904,0.36579599849355054,0.4048319367291214,0.28977028999152615,-0.42060785921554095,-0.4585706134049414,0.1504671187999292,0.05853561059255582,1.1303816028488451,1.360582126324985
Mangamanapalya Lake,MGP,2023-08-16,12.9034,77.6101,0.0637102404336959,0.09253327370363475,0.07454320751113531,0.13648885837997674,0.33019966557538677,0.40251518287745935,0.4044854472489172,0.22916426232970746,0.13393529059738796,-0.6214127294619086,-0.42457348627076547,0.30078947283280627,-0.11589981679152003,0.7986598541462225,1.8897827935773477
Anjanapura Lake,ANJ,2023-08-16,12.8791,77.555,0.1012845624139226,0.1250590207718692,0.1237118188420053,0.17294579942406416,0.27338167647427053,0.3074826593213972,0.3073132027043946,0.24819401527482135,0.17882397646175027,-0.41605271825435886,-0.33522539600767387,0.18150308917792768,-0.018583668225351017,0.9730178044815726,1.4961140647415059
Soulkere Kaikondrahalli,SKK,2023-08-16,12.9275,77.701,0.09149014466227878,0.12056458825711316,0.13304954364028856,0.18500105240927806,0.26860687057829724,0.30361984090669125,0.3063764598219001,0.32113759107388,0.23192552532469823,-0.44050478046178926,-0.4576951439242809,0.17665631454206626,0.040966611553016695,1.094351298429852,1.4593585972314989
Kudlu Doddakere,KDK,2023-08-16,12.9126,77.6726,0.052546416910122025,0.06901206391120739,0.04551414328189236,0.10374689809245574,0.0880953084722461,0.0925590995016326,0.07627908575356589,0.03980763017700635,0.032290393538408665,-0.04999068482168929,0.26847043670881443,0.3901732666710342,-0.20520412526883958,0.6595278408137164,2.280058563144681
Karihobanahalli Lake,KRH,2023-08-16,13.005,77.52,0.15889263131953252,0.18359923188927024,0.19484422642408683,0.21980073229122654,0.2529493205182368,0.2786007956625828,0.27088921982819325,0.28940364737360924,0.266430777355302,-0.19475037281910695,-0.22827815069211635,0.0659140544196925,0.028925382661860146,1.0607606308733208,1.154795260977292
Kannur Lake,KNR,2023-08-16,13.0505,77.668,0.08370181235923424,0.11942776263275118,0.11107172717527501,0.18057382108671172,0.33692234656531517,0.39495442356418925,0.39152390554617117,0.2973296452702704,0.1909509220157658,-0.532960403560052,-0.4296563145863724,0.25385615450242116,-0.05147303417238555,0.9136512282553839,1.7245504851367743
Yediyur Lake,YDY,2023-08-16,12.9348,77.5755,,,,,,,,,,,,,,,
Sankey Tank,SNK,2023-08-16,13.0069,77.575,0.12558981057671997,0.14352497303213474,0.14716297484009375,0.17960616505879867,0.24403004013801857,0.27947905429195147,0.2718654989085276,0.27571009788043116,0.24074387014998982,-0.32119272010645833,-0.33199819533092967,0.11889321443458911,0.00574816201000509,1.0173462064908114,1.31584446186345
Devasandra Lake,DVS,2023-08-16,13.022,77.6553,,,,,,,,,,,,,,,
Hebbal Lake,HBL,2023-08-16,13.0455,77.5961,,,,,,,,,,,,,,,
Jakkur Lake,JKR,2023-08-16,13.0648,77.6004,,,,,,,,,,,,,,,
Nagavara Lake,NGV,2023-08-16,13.0318,77.613,,,,,,,,,,,,,,,
Chelekere Lake,CLK,2023-08-16,13.0396,77.6109,,,,,,,,,,,,,,,
Ulsoor Lake,ULS,2023-08-16,12.9817,77.6254,,,,,,,,,,,,,,,
Bellandur Lake,BLR,2023-08-16,12.9265,77.6434,,,,,,,,,,,,,,,
Varthur Lake,VTR,2023-08-16,12.9389,77.7219,,,,,,,,,,,,,,,
Madiwala Lake,MDW,2023-08-16,12.9154,77.6116,,,,,,,,,,,,,,,
Kaikondanahalli Lake,KKH,2023-08-16,12.929,77.6958,,,,,,,,,,,,,,,
Puttenahalli Lake,PTN,2023-08-16,12.8982,77.5855,,,,,,,,,,,,,,,
Allalasandra Lake,ALS,2023-08-16,13.0541,77.6052,,,,,,,,,,,,,,,
Kundalahalli Lake,KND,2023-08-16,12.9766,77.7004,,,,,,,,,,,,,,,
Haralur Lake,HRL,2023-08-16,12.9059,77.6887,,,,,,,,,,,,,,,
Agaram Lake,AGR,2023-08-16,12.9234,77.6416,,,,,,,,,,,,,,,
Somasundrapalya Lake,SMP,2023-08-16,12.922,77.636,,,,,,,,,,,,,,,
Sarakki Lake,SRK,2023-08-16,12.9201,77.572,,,,,,,,,,,,,,,
Gottigere Lake,GTG,2023-08-16,12.8793,77.6017,,,,,,,,,,,,,,,
Arakere Lake,ARK,2023-08-16,12.8944,77.5989,,,,,,,,,,,,,,,
Hulimavu Lake,HLM,2023-08-16,12.8917,77.606,,,,,,,,,,,,,,,
Begur Tank,BGR,2023-08-16,12.874,77.622,,,,,,,,,,,,,,,
Singasandra Lake,SGS,2023-08-16,12.8985,77.6171,,,,,,,,,,,,,,,
Ibbalur Lake,IBL,2023-08-16,12.9056,77.6449,,,,,,,,,,,,,,,
Hoskere Lake,HSK,2023-08-16,12.901,77.6227,,,,,,,,,,,,,,,
Hosakerehalli Lake,HKH,2023-08-16,12.9421,77.5406,,,,,,,,,,,,,,,
Kodi Singasandra Lake,KSG,2023-08-16,12.8999,77.626,,,,,,,,,,,,,,,
Yelahanka Tank,YLH,2023-08-16,13.1012,77.5966,,,,,,,,,,,,,,,
Hesaraghatta Lake,HSG,2023-08-16,13.1299,77.4614,,,,,,,,,,,,,,,
Nelamangala Lake,NLM,2023-08-16,13.097,77.3925,,,,,,,,,,,,,,,
Rampura Lake,RPR,2023-08-16,13.015,77.59,,,,,,,,,,,,,,,
Kalena Agrahara Lake,KLA,2023-08-16,12.9128,77.6271,,,,,,,,,,,,,,,
Basavanapura Lake,BSV,2023-08-16,12.9985,77.6808,,,,,,,,,,,,,,,
Kothanuru Lake,KTH,2023-08-16,13.0121,77.6744,,,,,,,,,,,,,,,
Chinnappanahalli Lake,CNP,2023-08-16,12.9967,77.6895,,,,,,,,,,,,,,,
Segehalli Lake,SGH,2023-08-16,12.9977,77.7088,,,,,,,,,,,,,,,
Bhattarahalli Lake,BTH,2023-08-16,13.0116,77.7116,,,,,,,,,,,,,,,
Vibhuthipura Lake,VBP,2023-08-16,12.9887,77.7157,,,,,,,,,,,,,,,
Devarabeesanahalli Lake,DVB,2023-08-16,12.9545,77.7062,,,,,,,,,,,,,,,
Kasavanahalli Lake,KSV,2023-08-16,12.9408,77.7311,,,,,,,,,,,,,,,
Sheelavanta Lake,SHV,2023-08-16,12.973,77.7489,,,,,,,,,,,,,,,
Parappana Agrahara Lake,PRP,2023-08-16,12.9112,77.6586,,,,,,,,,,,,,,,
Chandapura Lake,CDP,2023-08-16,12.8419,77.6534,,,,,,,,,,,,,,,
Rayasandra Lake,RYS,2023-08-16,12.856,77.6618,,,,,,,,,,,,,,,
Doddabidarakallu Lake,DBK,2023-08-16,13.0742,77.5133,,,,,,,,,,,,,,,
Anchepalya Lake,ACP,2023-08-16,13.0596,77.5024,,,,,,,,,,,,,,,
Chikkabanavara Lake,CKB,2023-08-16,13.0711,77.4802,,,,,,,,,,,,,,,
Alur Lake,ALR,2023-08-16,13.0788,77.582,,,,,,,,,,,,,,,
Doddakannehalli Lake,DKN,2023-08-16,12.974,77.627,,,,,,,,,,,,,,,
Yelemallappa Shetty Lake,YMS,2023-08-16,13.0066,77.678,,,,,,,,,,,,,,,
Munekolalu Lake,MNK,2023-08-16,12.9601,77.7004,,,,,,,,,,,,,,,
Singapura Lake,SGP,2023-08-16,13.0906,77.582,,,,,,,,,,,,,,,
Veerapura Tank,VRP,2023-08-16,13.087,77.56,,,,,,,,,,,,,,,
Kannamangala Lake,KNM,2023-08-16,13.0661,77.7671,0.06411805213103201,0.08201051074073282,0.061412673341861575,0.1096901761183515,0.23754827756252203,0.2759760232476227,0.27323063402606557,0.12909306798168377,0.07413589292004225,-0.49155265818108707,-0.2118227417959392,0.27980257687884114,-0.14553503780928134,0.7487834800785955,1.8107375746579746
Uttarahalli Doraikere,UTH,2023-08-16,12.898,77.5475,,,,,,,,,,,,,,,
Malathahalli Lake,MLT,2023-08-16,12.948,77.5358,,,,,,,,,,,,,,,
Ullalu Lake,ULL,2023-08-16,12.9275,77.5201,,,,,,,,,,,,,,,
Kammagondanahalli Lake,KMG,2023-08-16,12.9649,77.546,,,,,,,,,,,,,,,
Byrasandra Upper Lake,BYU,2023-08-16,12.9672,77.6244,,,,,,,,,,,,,,,
Byrasandra Tank,BYT,2023-08-16,12.9638,77.5875,,,,,,,,,,,,,,,
Kalkere Tank,KLK,2023-08-16,13.0225,77.7027,,,,,,,,,,,,,,,
Nayandanahalli Tank,NYD,2023-08-16,12.9342,77.5227,,,,,,,,,,,,,,,
Jigani Tank,JGN,2023-08-16,12.8023,77.5979,,,,,,,,,,,,,,,
Dasarahalli Tank,DSH,2023-08-16,13.044,77.5021,,,,,,,,,,,,,,,
Ramammana Kere,RMK,2023-08-16,13.017,77.572,,,,,,,,,,,,,,,
Yelachenahalli Lake,YLC,2023-08-16,12.8982,77.5855,,,,,,,,,,,,,,,
Sompura Lake,SOM,2023-08-16,12.97,77.6,,,,,,,,,,,,,,,
Tubarahalli Tank,TBH,2023-08-16,12.968,77.73,,,,,,,,,,,,,,,
Madhure Tank,MDH,2023-08-16,13.05,77.48,,,,,,,,,,,,,,,
Shivapura Tank,SHP,2023-08-16,13.061,77.51,,,,,,,,,,,,,,,
