STN_CODE,NAMEOFMONITORINGLOCATION,USEBASEDCLASS,DO,PH,CONDUCTIVITY,BOD,NITRATE_N,FECAL_COLI,TOTAL_COLI,CARBONATE,BICARBONATE,PHENOLPHTHALEINALKALINITY,TOTALALKALINITY,CHLORIDES,COD,TOTALKJELDAHLNITROGEN,AMMONICALN,TOTALHARDNESS,CAASCACO3,MGASCACO3,SULPHATE,SODIUM,TOTALDISSOLVEDSOLIDS,TOTALSUSPENDEDSOLIDS,PHOSPHATE,BORON,POTASSIUM,FLUORIDE,SODIUMPERCENTAGE,SAR,ORTHOPHOSPHATE,YEAR
10.0,418,4.0,0.02,220.0,2400.0,16.0,12.0,48.0,157.0,60.0,48.0,1.5,0.4,60.0,32.0,7.475,13.0,28.0,7.0,16.0,50.0,278.0,194.0,125.07423580786026,0.2,0.5,16.0,0.2,57.0,3.0,0.36,2024.0
7.2,1147,8.0,0.02,6.8,63.0,23.0,3.0,256.0,1.8,256.0,220.0,1.5,0.69,324.0,168.0,7.4359913793103445,67.0,156.0,38.0,25.0,112.0,770.0,10.0,125.79039301310044,3.2,0.5,24.0,0.32,41.0,3.0,8.9,2024.0
7.5,1051,5.0,0.02,3300.0,7900.0,22.866071428571427,3.0,148.0,12.0,146.0,260.0,1.5,0.5,220.0,116.0,7.396982758620689,46.0,104.0,25.0,39.0,172.0,714.0,20.0,126.5065502183406,0.2,0.5,20.0,0.32,60.0,5.0,0.05,2024.0
8.2,529,4.0,0.02,3300.0,13000.0,22.732142857142858,3.0,120.0,8.0,120.0,76.0,1.5,0.4,68.0,48.0,7.357974137931034,46.0,20.0,5.0,11.0,53.0,360.0,20.0,127.22270742358079,0.2,0.5,8.0,0.4,59.0,2.8,0.45,2024.0
6.8,434,16.0,0.02,2300.0,9400.0,22.598214285714285,3.0,160.0,12.0,160.0,52.0,1.7,1.3,140.0,72.0,7.318965517241379,46.0,68.0,17.0,9.0,40.0,295.0,30.0,127.93886462882097,0.32,0.5,6.0,0.2,37.0,1.5,0.9,2024.0
7.5,253,4.0,0.02,1400.0,14000.0,22.464285714285715,3.0,68.0,5.6,68.0,40.0,1.5,0.4,60.0,36.0,7.279956896551724,46.0,24.0,6.0,7.0,24.0,172.0,24.0,128.65502183406113,0.2,0.5,3.0,0.2,45.0,1.3,0.46,2024.0
9.2,403,5.0,0.02,1100.0,24000.0,22.330357142857142,24.0,40.0,201.0,64.0,44.0,1.5,0.4,80.0,48.0,7.240948275862069,46.0,32.0,8.0,17.0,50.0,270.0,254.0,129.3711790393013,0.2,0.5,16.0,0.2,52.0,2.0,0.05,2024.0
6.9,556,8.0,0.02,2400.0,17000.0,22.196428571428573,3.0,136.0,8.3,136.0,68.0,1.5,0.8,124.0,68.0,7.2019396551724135,46.0,56.0,14.0,14.0,61.0,378.0,10.0,130.0873362445415,0.2,0.5,8.0,0.3,49.0,2.4,0.12,2024.0
9.6,438,6.0,0.02,400.0,4300.0,22.0625,16.0,48.0,161.0,64.0,48.0,1.5,0.4,76.0,44.0,7.162931034482758,46.0,32.0,8.0,20.0,52.0,296.0,198.0,130.80349344978166,0.2,0.5,16.0,0.2,53.0,3.0,0.05,2024.0
8.5,679,18.0,0.74,9400.0,1700.0,21.928571428571427,32.0,204.0,32.4,236.0,120.0,2.6,2.0,164.0,88.0,7.123922413793103,35.0,76.0,18.0,12.0,72.0,462.0,46.0,131.51965065502185,0.3,0.5,17.0,0.2,46.0,2.4,0.5,2024.0
