STN_CODE,NAMEOFMONITORINGLOCATION,USEBASEDCLASS,DO,PH,CONDUCTIVITY,BOD,NITRATE_N,FECAL_COLI,TOTAL_COLI,CARBONATE,BICARBONATE,PHENOLPHTHALEINALKALINITY,TOTALALKALINITY,CHLORIDES,COD,TOTALKJELDAHLNITROGEN,AMMONICALN,TOTALHARDNESS,CAASCACO3,MGASCACO3,SULPHATE,SODIUM,TOTALDISSOLVEDSOLIDS,TOTALSUSPENDEDSOLIDS,PHOSPHATE,BORON,POTASSIUM,FLUORIDE,SODIUMPERCENTAGE,SAR,ORTHOPHOSPHATE,YEAR
3625.0,Hebbal Lake,D,5.3,7.8,380.0,8.0,1.6,140.0,3500.0,3.0,108.0,5.0,108.0,56.0,98.0,1.5,0.84,108.0,56.0,52.0,7.0,36.0,264.0,10.0,0.2,0.5,5.0,0.28,40.0,1.5,0.05,2025.0
3626.0,Nagavara Lake,D,5.3,7.6,600.0,8.0,2.3,320.0,2100.0,3.0,156.0,5.0,156.0,84.0,95.0,1.5,0.91,176.0,88.0,88.0,17.0,63.0,414.0,10.0,0.2,0.5,12.0,0.31,42.0,2.1,0.36,2025.0
3627.0,Jakkur Lake,E,2.4,7.0,858.0,22.0,3.3,330.0,3500.0,3.0,196.0,5.0,196.0,144.0,160.0,11.0,8.5,216.0,108.0,108.0,12.0,97.0,588.0,56.0,1.6,0.5,14.0,0.34,47.0,2.9,3.9,2025.0
3628.0,Amruthahalli Lake,D,5.9,6.9,583.0,6.0,2.2,14000.0,46000.0,3.0,160.0,5.0,160.0,80.0,71.0,1.5,0.4,176.0,88.0,88.0,7.0,64.0,402.0,10.0,0.2,0.5,10.0,0.27,43.0,2.1,0.21,2025.0
3629.0,Allalasandra Lake,E,2.4,7.3,733.0,22.0,2.8,430.0,4300.0,3.0,172.0,5.0,172.0,112.0,164.0,11.0,8.4,196.0,100.0,96.0,14.0,84.0,502.0,40.0,0.96,0.5,10.0,0.32,63.0,2.6,2.3,2025.0
3630.0,Yelahanka Tank,E,2.4,7.1,844.0,22.0,3.2,630.0,2200.0,3.0,188.0,5.0,188.0,132.0,171.0,11.2,8.6,208.0,104.0,104.0,17.0,95.0,574.0,58.0,1.5,0.5,11.0,0.33,48.0,2.9,3.5,2025.0
3633.0,Subramanyapura Tank,E,2.9,7.9,801.0,28.0,3.1,2500.0,5800.0,3.0,216.0,5.0,216.0,116.0,184.0,11.3,8.6,200.0,108.0,92.0,41.0,92.0,538.0,82.0,1.0,0.5,16.0,0.37,49.0,3.0,2.8,2025.0
3634.0,Devarakere Tank,D,4.6,8.2,384.0,7.0,1.6,1200.0,6300.0,3.0,108.0,5.0,108.0,36.0,88.0,1.5,0.51,128.0,72.0,56.0,14.0,37.0,260.0,10.0,0.2,0.5,8.0,0.23,36.0,1.0,0.05,2025.0
3635.0,Malathahalli Lake,D,5.4,7.3,470.0,6.0,2.0,2600.0,14000.0,3.0,160.0,5.0,160.0,20.0,64.0,1.5,0.4,196.0,104.0,92.0,33.0,31.0,318.0,26.0,0.2,0.5,9.0,0.2,24.0,1.0,0.05,2025.0
3636.0,Hoskere Lake,D,5.1,7.1,276.0,7.0,1.1,2000.0,9400.0,3.0,96.0,5.0,96.0,20.0,68.0,1.5,0.4,88.0,52.0,36.0,14.0,15.0,188.0,10.0,0.29,0.5,6.0,0.2,25.0,0.69,0.83,2025.0
3638.0,Yelachenahalli Lake,D,6.8,7.4,433.0,4.0,1.7,240.0,3500.0,3.0,136.0,5.0,136.0,56.0,48.0,1.6,1.2,124.0,64.0,60.0,7.0,43.0,296.0,12.0,0.2,0.5,2.0,0.2,42.0,1.7,0.17,2025.0
3639.0,Kengeri Tank,D,5.6,7.8,652.0,6.0,2.7,1700.0,7900.0,3.0,184.0,5.0,184.0,84.0,60.0,1.5,0.4,168.0,92.0,76.0,11.0,70.0,440.0,28.0,0.2,0.5,7.0,0.29,50.0,3.0,0.42,2025.0
3640.0,Uttarahalli Doraikere,D,5.8,8.2,194.0,5.0,0.69,2200.0,8400.0,3.0,76.0,5.0,76.0,16.0,64.0,1.5,0.4,84.0,48.0,36.0,8.0,8.0,130.0,42.0,0.2,0.5,3.0,0.2,16.0,0.38,0.34,2025.0
3641.0,Dhorekere Tank,D,4.9,8.3,870.0,14.0,3.3,260.0,3500.0,32.0,156.0,16.0,172.0,140.0,136.0,1.5,0.4,184.0,96.0,88.0,39.0,85.0,584.0,46.0,1.01,0.5,2.0,0.22,50.0,2.7,2.4,2025.0
3642.0,Jigani Tank,D,5.5,7.5,949.0,8.0,3.6,310.0,4300.0,3.0,240.0,5.0,240.0,196.0,74.0,1.5,0.41,248.0,124.0,124.0,5.0,103.0,642.0,10.0,0.2,0.5,4.0,0.38,47.0,2.9,0.05,2025.0
3643.0,Benniganahalli Lake,E,0.3,8.2,504.0,12.0,1.93,310.0,3500.0,3.0,80.0,5.0,80.0,68.0,64.0,1.5,0.4,96.0,66.0,30.0,29.0,56.0,348.0,44.0,0.2,0.5,17.0,0.37,51.0,2.47,0.05,2025.0
3655.0,Mathikere Tank,D,5.9,7.4,202.0,4.0,1.0,170.0,4300.0,3.0,40.0,5.0,40.0,28.0,40.0,1.5,0.4,48.0,28.0,20.0,8.0,18.0,138.0,12.0,0.2,0.5,4.0,0.2,42.0,1.13,0.05,2025.0
4094.0,Gangondanahalli Lake,D,5.4,7.2,588.0,6.0,2.3,17000.0,46000.0,3.0,140.0,5.0,140.0,100.0,58.0,1.5,0.6,164.0,84.0,80.0,35.0,62.0,440.0,60.0,0.2,0.5,6.0,0.3,31.0,2.1,0.3,2025.0
4095.0,Chikkabanavara Lake,E,3.4,7.2,620.0,16.0,2.4,840.0,2100.0,3.0,148.0,5.0,148.0,107.0,116.0,3.2,2.5,172.0,88.0,84.0,20.0,58.0,422.0,54.0,0.4,0.5,6.0,0.3,29.0,1.9,0.9,2025.0
4096.0,Andhrahalli Lake,E,0.3,7.4,1303.0,73.0,5.0,25000.0,58000.0,3.0,300.0,5.0,300.0,220.0,352.0,28.0,24.0,352.0,180.0,172.0,53.0,128.0,888.0,14.0,0.6,0.5,26.0,0.31,42.0,2.96,1.71,2025.0
4097.0,Kachohalli Lake,D,4.8,6.8,1180.0,5.0,4.5,2300.0,9400.0,3.0,280.0,5.0,280.0,204.0,48.0,1.5,0.4,324.0,168.0,156.0,30.0,116.0,800.0,38.0,0.2,0.5,10.0,0.28,30.0,2.8,0.2,2025.0
4504.0,Sarakki Lake,D,6.6,7.9,626.0,5.0,2.4,25.0,920.0,3.0,148.0,5.0,148.0,112.0,52.0,1.8,1.4,132.0,68.0,27.0,22.0,78.0,426.0,16.0,0.2,0.5,2.0,0.28,55.0,3.0,0.18,2025.0
4505.0,Nelamangala Lake,D,5.5,7.0,895.0,6.0,3.4,12000.0,41000.0,3.0,288.0,5.0,288.0,168.0,71.0,1.5,0.4,276.0,144.0,132.0,9.0,87.0,612.0,20.0,0.2,0.5,2.0,0.41,40.0,2.3,0.48,2025.0
4506.0,Abbigere Lake,D,6.0,8.2,624.0,4.0,2.5,310.0,2800.0,3.0,140.0,5.0,140.0,80.0,44.0,1.5,0.55,176.0,92.0,84.0,19.0,52.0,422.0,10.0,0.2,0.5,3.0,0.2,39.0,1.71,0.3,2025.0
4507.0,Chelekere Lake,D,6.0,7.5,380.0,5.0,1.5,310.0,1700.0,3.0,104.0,5.0,104.0,60.0,58.0,1.5,0.51,128.0,64.0,64.0,8.0,38.0,264.0,10.0,0.2,0.5,5.0,0.3,37.0,1.5,0.05,2025.0
4508.0,Singapura Lake,D,6.0,7.4,385.0,5.0,1.5,340.0,2400.0,3.0,116.0,5.0,116.0,56.0,65.0,1.5,0.4,140.0,72.0,68.0,8.0,39.0,266.0,10.0,0.2,0.5,5.0,0.29,36.0,1.4,0.13,2025.0
4509.0,Narasipura Lake,E,3.1,7.4,558.0,6.0,2.14,320.0,3500.0,3.0,140.0,5.0,140.0,80.0,64.0,1.5,0.4,140.0,80.0,60.0,18.0,59.0,374.0,30.0,0.2,0.5,14.0,0.24,45.0,2.17,0.42,2025.0
4510.0,Rachenahalli Lake,E,2.2,7.1,961.0,24.0,3.7,260.0,1500.0,3.0,228.0,5.0,228.0,168.0,178.0,11.8,9.1,228.0,116.0,112.0,20.0,109.0,658.0,88.0,1.3,0.5,15.0,0.36,49.0,3.1,3.0,2025.0
4511.0,Kogilu Kere,D,5.9,7.5,360.0,6.0,1.4,310.0,2800.0,3.0,108.0,5.0,108.0,56.0,68.0,1.5,0.4,108.0,56.0,52.0,8.0,38.0,248.0,10.0,0.2,0.5,6.0,0.3,41.0,1.6,0.14,2025.0
4512.0,Viswaneedam Lake,E,2.9,6.9,622.0,18.0,2.4,14000.0,110000.0,3.0,140.0,5.0,140.0,100.0,176.0,2.5,2.1,164.0,84.0,80.0,25.0,61.0,420.0,132.0,0.2,0.5,13.0,0.24,42.0,2.07,0.24,2025.0
4513.0,Ramammana Kere,D,5.8,7.2,380.0,6.0,1.5,260.0,2200.0,3.0,88.0,5.0,88.0,65.0,58.0,1.5,0.6,104.0,56.0,48.0,20.0,40.0,258.0,16.0,0.2,0.5,5.0,0.31,31.0,1.7,0.3,2025.0
4514.0,Sadaramangala Lake,D,5.0,7.6,521.0,7.0,2.0,2100.0,13000.0,3.0,124.0,5.0,124.0,88.0,74.0,1.5,0.4,144.0,76.0,68.0,25.0,52.0,354.0,38.0,0.2,0.5,8.0,0.3,41.0,1.9,0.3,2025.0
4515.0,Bhattarahalli Lake,D,5.9,8.2,811.0,5.0,3.4,310.0,2800.0,3.0,116.0,5.0,116.0,152.0,64.0,1.5,0.4,84.0,48.0,19.0,15.0,100.0,542.0,10.0,0.2,0.5,16.0,0.53,67.0,5.0,0.05,2025.0
4516.0,Kundalahalli Lake,D,4.6,7.7,708.0,7.0,2.7,480.0,3500.0,3.0,160.0,5.0,160.0,116.0,84.0,1.5,0.84,192.0,100.0,40.0,29.0,69.0,482.0,20.0,0.2,0.5,15.0,0.31,42.0,2.16,0.32,2025.0
4517.0,Kowdhenahalli Tank,E,3.2,7.1,670.0,22.0,3.0,2600.0,7000.0,3.0,148.0,5.0,148.0,60.0,168.0,2.5,2.0,152.0,84.0,68.0,19.0,64.0,440.0,28.0,0.7,0.5,16.0,0.22,44.0,2.0,1.7,2025.0
4518.0,Garudacharpalya Tank,D,5.0,7.1,640.0,6.0,2.8,3200.0,9400.0,3.0,120.0,5.0,120.0,84.0,72.0,1.5,0.4,140.0,80.0,60.0,24.0,54.0,430.0,42.0,0.2,0.5,6.0,0.28,43.0,1.8,0.26,2025.0
4519.0,Rampura Lake,E,2.6,7.2,873.0,19.0,3.3,24.0,220.0,3.0,236.0,5.0,236.0,116.0,126.0,2.9,2.3,216.0,112.0,104.0,7.0,82.0,596.0,12.0,0.27,0.5,2.0,0.33,45.0,2.5,0.65,2025.0
4520.0,Chinnappanahalli Lake,D,4.5,7.8,702.0,7.0,2.6,310.0,2200.0,3.0,156.0,5.0,156.0,112.0,76.0,1.5,0.8,188.0,96.0,92.0,28.0,68.0,474.0,24.0,0.2,0.5,14.0,0.25,42.0,2.25,0.3,2025.0
4521.0,Devarabeesanahalli Lake,D,5.2,7.6,1694.0,10.0,6.5,110.0,2400.0,3.0,188.0,5.0,188.0,348.0,112.0,1.5,0.4,288.0,148.0,140.0,26.0,184.0,1134.0,10.0,0.95,0.5,3.0,0.27,58.0,5.0,2.2,2025.0
4522.0,Vibhuthipura Lake,D,4.2,8.4,589.0,7.0,9.6,1200.0,7900.0,8.0,184.0,5.0,188.0,60.0,84.0,1.5,0.91,184.0,96.0,88.0,14.0,41.0,398.0,38.0,0.51,0.5,3.0,0.28,53.0,1.31,1.48,2025.0
4523.0,Nallurahalli Lake,D,5.5,7.08,598.0,6.0,2.0,170.0,1500.0,3.0,136.0,5.0,136.0,112.0,61.0,1.5,0.4,124.0,64.0,60.0,26.0,57.0,407.0,44.0,0.2,0.5,10.0,0.32,31.0,2.2,0.29,2025.0
4524.0,Pattandur Agrahara Lake,E,2.6,7.3,1705.0,16.0,4.6,2100.0,14000.0,3.0,400.0,5.0,400.0,292.0,156.0,1.8,1.5,468.0,236.0,232.0,53.0,116.0,1150.0,42.0,0.6,0.5,20.0,0.28,44.0,2.3,0.13,2025.0
4525.0,Seetharampalya Lake,D,5.2,7.3,1137.0,8.0,2.6,3100.0,8400.0,3.0,180.0,5.0,180.0,196.0,80.0,1.5,0.4,220.0,112.0,108.0,24.0,110.0,770.0,52.0,0.2,0.5,18.0,0.25,39.0,3.2,0.26,2025.0
4526.0,Devasandra Lake,D,5.4,8.0,587.0,6.0,2.8,1700.0,7900.0,3.0,92.0,5.0,92.0,96.0,56.0,1.5,0.4,100.0,56.0,44.0,19.0,74.0,396.0,26.0,0.2,0.5,18.0,0.35,57.0,3.0,0.05,2025.0
4527.0,Sheelavanta-Whitefield Lake,E,2.8,7.06,1719.0,16.0,6.6,1500.0,17000.0,3.0,408.0,5.0,408.0,296.0,163.0,3.1,2.8,404.0,208.0,196.0,47.0,170.0,1160.0,80.0,0.54,0.5,18.0,0.3,54.0,3.7,0.3,2025.0
4528.0,Doddakannehalli Lake,D,5.2,7.7,1696.0,9.0,6.5,380.0,4300.0,3.0,176.0,5.0,176.0,340.0,96.0,1.5,0.4,256.0,132.0,124.0,36.0,186.0,1136.0,10.0,1.1,0.5,3.0,0.28,61.0,5.0,2.6,2025.0
4529.0,Kasavanahalli Lake,D,6.0,7.6,812.0,5.0,3.1,110.0,2400.0,3.0,128.0,5.0,128.0,136.0,58.0,1.5,0.4,136.0,72.0,64.0,20.0,89.0,550.0,10.0,0.2,0.5,2.0,0.28,58.0,3.4,0.05,2025.0
4530.0,Kammasandra Lake,D,6.4,7.5,530.0,5.0,2.0,210.0,3500.0,3.0,172.0,5.0,172.0,96.0,68.0,1.5,0.4,128.0,64.0,64.0,17.0,57.0,366.0,40.0,0.43500000000000005,0.5,7.0,0.3,47.0,2.2,0.05,2025.0
4531.0,Rayasandra Lake,E,0.6,7.6,1811.0,67.0,6.9,2400.0,14000.0,3.0,420.0,5.0,420.0,300.0,348.0,27.0,23.0,492.0,248.0,244.0,74.0,145.0,1230.0,26.0,0.67,0.5,36.0,0.2,37.0,2.84,1.93,2025.0
4532.0,Chandapura Lake,E,0.8,7.7,2200.0,45.0,8.4,2100.0,17000.0,3.0,508.0,5.0,508.0,360.0,256.0,14.0,10.0,600.0,304.0,296.0,90.0,182.0,1490.0,18.0,0.53,0.5,44.0,0.2,37.0,3.23,1.52,2025.0
4533.0,Ullalu Lake,D,6.0,6.5,178.0,4.0,0.81,2400.0,17000.0,3.0,60.0,5.0,60.0,8.0,44.0,1.5,0.4,60.0,36.0,24.0,7.0,6.0,114.0,14.0,0.2,0.5,4.0,0.2,17.0,0.34,0.05,2025.0
4534.0,Sompura Lake,D,5.2,6.8,740.0,5.0,3.0,140.0,1700.0,3.0,216.0,5.0,216.0,64.0,52.0,1.5,0.4,156.0,84.0,72.0,38.0,60.0,508.0,14.0,0.2,0.5,3.0,0.43,44.0,2.09,0.05,2025.0
4535.0,Gubbalal Lake,E,3.1,6.9,418.0,16.0,1.3,260.0,2100.0,3.0,108.0,5.0,108.0,16.0,116.0,2.0,1.6,112.0,60.0,52.0,8.0,22.0,282.0,10.0,0.2,0.5,2.0,0.2,29.0,0.9,0.05,2025.0
4536.0,Hosakerehalli Lake,E,0.4,6.5,587.0,66.0,2.0,1400.0,7000.0,3.0,216.0,5.0,216.0,28.0,352.0,5.3,4.2,164.0,88.0,76.0,7.0,37.0,398.0,38.0,0.23,0.5,2.0,0.22,33.0,1.25,0.65,2025.0
4537.0,Chinnakurchi Kere,D,4.8,6.7,163.0,8.0,0.64,1400.0,4800.0,3.0,60.0,5.0,60.0,12.0,88.0,1.5,0.4,56.0,36.0,20.0,5.0,9.0,110.0,202.0,0.2,0.5,6.0,0.2,24.0,0.52,0.05,2025.0
4538.0,Machohalli Lake,E,2.6,7.0,1200.0,8.0,4.6,260.0,1700.0,3.0,284.0,5.0,284.0,208.0,84.0,5.2,4.0,332.0,168.0,164.0,28.0,124.0,824.0,28.0,0.3,0.5,12.0,0.26,31.0,3.0,1.0,2025.0
4539.0,Doddabidarakallu Lake,E,0.3,7.4,1400.0,16.0,5.4,4300.0,14000.0,3.0,332.0,5.0,332.0,240.0,126.0,15.6,1.2,388.0,200.0,188.0,50.0,136.0,968.0,46.0,0.3,0.5,20.0,0.32,29.0,3.0,0.9,2025.0
4540.0,Kammagondanahalli Lake,E,1.5,6.5,498.0,28.0,2.0,48000.0,350000.0,3.0,140.0,5.0,140.0,48.0,196.0,3.4,2.7,136.0,72.0,64.0,19.0,40.0,388.0,10.0,0.57,0.5,3.0,0.2,38.0,1.49,1.66,2025.0
4541.0,Alur Lake,E,3.2,6.8,420.0,8.0,1.6,1400.0,11000.0,3.0,100.0,5.0,100.0,72.0,89.0,1.6,1.2,116.0,60.0,56.0,12.0,42.0,286.0,12.0,0.4,0.5,4.0,0.28,30.0,1.7,0.9,2025.0
4542.0,Basavanapura Lake,D,5.2,7.1,556.0,10.0,2.1,2100.0,9400.0,3.0,144.0,5.0,144.0,104.0,108.0,2.0,1.5,100.0,52.0,48.0,9.0,73.0,384.0,22.0,0.2,0.5,4.0,0.36,60.0,3.2,0.18,2025.0
