LAKE_NAME,DATE,B2_mean,B3_mean,B4_mean,B5_mean,B6_mean,B7_mean,B8_mean,B8A_mean,B11_mean,B12_mean,B2_stdDev,B3_stdDev,B4_stdDev,B5_stdDev,B6_stdDev,B7_stdDev,B8_stdDev,B8A_stdDev,B11_stdDev,B12_stdDev,B2_count,NDCI_mean,NDTI_mean,NDWI_mean,TSS_PROXY_mean,DO_PROXY_mean,TDS_PROXY_mean,LST_celsius,AIR_TEMP_celsius,RAINFALL_mm_14d,NDVI_CATCHMENT
Vibhuthipura,04/25,0.0471000000834465,0.0696000009775161,0.0522999987006187,0.0755999982357025,0.070200003683567,0.0724999979138374,0.0502000004053115,0.0768999978899955,0.1138999983668327,0.0763999968767166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1821735799312591,-0.1419196277856826,0.1619365662336349,0.0917499959468841,0.6105263331105947,0.1138999983668327,31.20000000000005,,,2.488222329129816e-05
Rajapalya,04/25,0.0200285714651857,0.0347857137343713,0.0210999998130968,0.0367857148604733,0.0226357141509652,0.0250642853123801,0.0230071430227586,0.0213285716516631,0.0280142854899168,0.0213785714336804,0.006087859459694,0.0030689357455633,0.002718718137711,0.0029405683327505,0.0064602470431845,0.0081782255110964,0.004917347170757,0.0056365424780759,0.0032277494017916,0.0022213023131177,7.0,0.268310934305191,-0.2466556706598826,0.2211299857922962,0.0339178565357412,1.0984506203698452,0.0280142854899168,31.704545454545496,,,2.8811502943602813e-05
Achanakere,04/25,0.0251136362891305,0.0400954539125615,0.0216909091580997,0.0363636369054967,0.0273227275941859,0.0321363635699857,0.0261227276853539,0.0238499999554319,0.0376136363907293,0.0303863635794682,0.0051633805077675,0.0045198277592455,0.003370379954836,0.004830588967236,0.0109213384401087,0.0112498906893918,0.0042528799670625,0.0104176638984248,0.0053518943003804,0.0043143045362329,11.0,0.2568333216688849,-0.3014574443752115,0.2056130306287245,0.0387545454908501,1.084365202291496,0.0376136363907293,32.13000000000005,,,1.9381698822451437e-05
Yekkalagatta,04/25,0.0381509323930687,0.0627798331102632,0.0376815013953057,0.0708074587871621,0.0490803239159688,0.0529219829481939,0.0403561327858691,0.0416921489799835,0.0534821394483638,0.0416693323245226,0.0086468347836803,0.0142934019711621,0.0110387980445528,0.0216324009369059,0.0202216852206261,0.0188940101224457,0.0147407347214576,0.0177659814731598,0.0158736887232973,0.0104870309904929,20.0,0.3161597359519711,-0.2494517068165675,0.191002081564177,0.0564042934827996,1.221084366561412,0.0534821394483638,31.31,,,2.587206673887067e-05
Pattaduru,04/25,0.0238307690104612,0.0304961538372131,0.0202615385731825,0.0247269231252945,0.0207230769312725,0.0278461538971616,0.0217384614336949,0.0233884615680346,0.0299615384294436,0.0215499998571781,0.0042413049713104,0.003361001291368,0.0024044150804913,0.0037648991048011,0.0064370805082515,0.0112822098703108,0.0029749048911112,0.0111049220120352,0.0052240993169879,0.003659918074497,13.0,0.0942941826696579,-0.2043042549720177,0.1744896179208388,0.0302288457751274,1.0410620429473978,0.0299615384294436,31.79000000000002,,,3.053760022042347e-05
Nallurahalli,04/25,0.0624672583045357,0.1004099391900789,0.0804686801706979,0.107895660271279,0.0683722080319479,0.0708889606467052,0.057207280014243,0.0537402801029226,0.0558292791591635,0.0431091162910733,0.0078721193975009,0.0089563837398921,0.0079483646328573,0.0103082367007548,0.0118386526850211,0.0113158454206169,0.0071980797740071,0.0152512141478121,0.0230962169801625,0.0156889842834416,130.0,0.1507251890908137,-0.1094666856722908,0.2696325501490508,0.0775790665278224,2.0016549359433813,0.0558292791591635,31.79000000000002,,,2.4109041142350712e-05
Tubarahalli,04/25,0.0443459849148328,0.0771088241359575,0.0451699059362164,0.0756377977843801,0.0425513505953211,0.0442924349441856,0.0340495970129058,0.0326187549434973,0.0471335472561253,0.0367611397822952,0.00471568939089,0.006144902389067,0.0063560888165359,0.0090954399782458,0.0127293744441656,0.0146621441441101,0.009883011219754,0.0155954985226136,0.020405838835977,0.0155775603771358,145.0,0.2583599855396329,-0.2747198167449209,0.3912162096018275,0.0606152217584427,1.6499942215910786,0.0471335472561253,30.890000000000043,,,2.620433057398789e-05
Sheelavantana,04/25,0.0465280379069528,0.0855489444566875,0.041297666043113,0.1092915715434282,0.0870394653379232,0.0858378447649329,0.0620676104654567,0.054097613612777,0.0314399417187827,0.0242135269787271,0.0045971440264415,0.006594863039206,0.0054880677565374,0.0125089401830685,0.0094270824791128,0.0084831032307172,0.0049005412976769,0.0060782172319785,0.0102649151455081,0.0055146305189086,82.0,0.4253059029843115,-0.3396698540609512,0.1604559815059655,0.0588553681814838,2.8892239550007215,0.0314399417187827,31.000000000000057,,,3.155915073964148e-05
Chinnappanahalli,04/25,0.0320296297884649,0.0537314810962588,0.0285999999140147,0.0691518524178752,0.0425888889089778,0.0473740739678895,0.0357055559202476,0.0303259255985418,0.0347444444066948,0.0285296298011585,0.0047976703765319,0.0036194727981614,0.0037126161099426,0.0036469282862453,0.0064599237113347,0.0075070380304113,0.0039382818444712,0.0069293836716264,0.0045342797289364,0.0037603747452989,27.0,0.4060043405603479,-0.2923109266493056,0.1696083887859627,0.0423518517227084,1.7290360321981948,0.0347444444066948,30.65000000000003,,,2.0912243890244303e-05
Doddanekundi,04/25,0.0418062279157629,0.0669708087054359,0.0476256760010634,0.0625532052287882,0.0361400706056711,0.0391253669034244,0.032550018350873,0.0319556396371957,0.0351684512371173,0.0286544484020272,0.0074809961640204,0.0105495761036154,0.0089389065645279,0.0107021655147454,0.0104802766670251,0.0117777327145127,0.0086359069317194,0.0118285065428539,0.0076671575896485,0.0049287765880992,547.0,0.1332472327043886,-0.1698420142519872,0.3411870672191951,0.0509945356838547,1.9443199651426848,0.0351684512371173,30.859126213592248,,,2.24770782203958e-05
Kundalahalli,04/25,0.0470474155937084,0.09305074301829,0.042698241238599,0.1224058899696678,0.0836761888103428,0.0866730981193629,0.0642418704187984,0.0479697542284599,0.0300627195332396,0.0255006358429661,0.0056612178919338,0.0040337708360722,0.0031687358169229,0.0045841694458541,0.0071368005204147,0.0083874213079541,0.0061010950865245,0.0086697955276373,0.0099202443021596,0.0058462433236082,138.0,0.4711576597691805,-0.3751586561782328,0.17479511696392,0.0615945376111888,3.318392939504667,0.0300627195332396,31.620000000000005,,,2.326454922097964e-05
Acchanakere,04/25,0.0461931372536163,0.0936931368767046,0.0440107841117709,0.126899018153256,0.0914774502024931,0.0947411767407959,0.0741176473743775,0.0549392156741198,0.024676470615554,0.0210911763430226,0.0047299114672489,0.0031024661637215,0.003067865251533,0.0028875908972285,0.0032816380699454,0.0038840884492917,0.0026038018876209,0.0042500096173487,0.0046746014687814,0.0031508123163291,51.0,0.4851325838004841,-0.3615218181820476,0.1165241301059722,0.0590965682823284,4.026042368109759,0.024676470615554,31.57000000000005,,,2.3091403276295905e-05
Varthur,04/25,0.0400446809907542,0.0553510638997487,0.0393131206353716,0.0491336881453897,0.0330609928961869,0.035765248350799,0.0296198581312353,0.0307829788298154,0.0329762412142669,0.0247556737538242,0.0057898165187814,0.0070610971271548,0.0063150884130656,0.0093345798712306,0.0090518915236022,0.012809107261246,0.0077250098105925,0.0113038512623405,0.0067252662221211,0.0046330682424311,141.0,0.1149081922274954,-0.1718196091605416,0.3061801850901428,0.0441719857407799,1.7184269568017043,0.0329762412142669,30.716643192488288,25.70989252726241,,3.441935127295891e-05
Narasipura,04/25,0.0939989162387766,0.1442072728744839,0.1336986221224144,0.1433756504825498,0.1075826645474433,0.1154030577667457,0.0943008138972301,0.0936517638964561,0.0649223921668143,0.0436385436640298,0.0264882932976951,0.044128364961651,0.0427966784678507,0.0463367734431702,0.0355479785938369,0.0361792453961416,0.0313167114070457,0.0288211833530619,0.0241385872799559,0.0151268924689189,24.0,0.0348385242072875,-0.0540960492064349,0.234656937409104,0.1095112665546515,2.223079215419588,0.0649223921668143,30.180000000000007,,,2.733112408116644e-05
