LAKE_NAME,DATE,IMAGE_COUNT,B2_mean,B3_mean,B4_mean,B5_mean,B6_mean,B7_mean,B8_mean,B8A_mean,B11_mean,B12_mean,B2_stdDev,B3_stdDev,B4_stdDev,B5_stdDev,B6_stdDev,B7_stdDev,B8_stdDev,B8A_stdDev,B11_stdDev,B12_stdDev,B2_count
Agara kere,12/23,1,0.027434464459242955,0.032680859202489136,0.021230774721119616,0.030599154656707636,0.019545729328173427,0.021406660001244554,0.01930884907881209,0.018199692586750586,0.01401891051735618,0.01182275449168561,0.0022031525178365812,0.002695420146537235,0.002231130765021142,0.0020500079813414464,0.0038486037715841836,0.004340572375628535,0.0034391686177354195,0.004402233025093631,0.0030378213433436985,0.0023930139471795685,430
Ibbalur Govt. Lake,12/23,1,0.030386684262543383,0.03523697052379491,0.025631424904956804,0.03337251794147117,0.025297202630300344,0.02759752999524984,0.025831195700876497,0.023433763954624515,0.019630819710839034,0.015237461125458951,0.0015449682507727269,0.00145052067882682,0.0016019952494415197,0.0029022234702916648,0.002549914876434932,0.003410703702840608,0.0018955357013699379,0.004077459528181753,0.004433584218103219,0.003215198285756712,24
sarraki kere,12/23,1,0.061198044371594366,0.08786119809329074,0.05161984773217455,0.048345182786845964,0.02578310472377392,0.028417596475401076,0.025712679042749778,0.02438602972384635,0.025068408648055294,0.02164756094393168,0.004655225642576272,0.007629794261766991,0.0039374424056901015,0.006459808891493832,0.01105045762505584,0.011647433637752716,0.009261542777111189,0.012899690017489852,0.01552720324386907,0.011189482699173636,468
Puttenahalli Kere,12/23,1,0.038819230949649446,0.056584615260362625,0.035165384984933414,0.055400000168726996,0.03918461573238556,0.04210000012356501,0.04223076913219232,0.03605384601709934,0.03171923104673624,0.025534615493737735,0.0011549289245979223,0.0013908193592614916,0.0013005744340125786,0.001912308539194941,0.005984254593321093,0.004708747975727144,0.0030155710731472845,0.005050379354849852,0.004159883654189989,0.0026812658405693853,26
Madivala Kere,12/23,1,0.025345364573783,0.030095139624002707,0.02487164722214026,0.03390036009312427,0.018692169265954024,0.021145274582244356,0.01692097213347279,0.01716057611709003,0.014196849728638557,0.013595949602753434,0.0047109667434510945,0.005128023890326939,0.004005578571985761,0.00448140471341269,0.005425676723689717,0.0057127876409285685,0.004947910603066023,0.005795700776247906,0.0036888719220454073,0.003348373307140187,1111
Somasundrapalya lake,12/23,1,0.023236111375606723,0.04066666691667504,0.024852777727776103,0.057236111205485135,0.03271388914436102,0.03406666669373711,0.028916666594644386,0.021883333412309487,0.01801388891827729,0.016361111024808552,0.001638622815873628,0.0016311211001940038,0.0015140977840459905,0.002979294926526609,0.004206156459260354,0.004432581728655074,0.0018889296683713838,0.003210962097375958,0.005671329288554464,0.00525051735829195,36
singasandra,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Kodagi Singasandra kere,12/23,1,0.05398000050336123,0.10086000002920628,0.06862000077962875,0.1268750000745058,0.08440000042319298,0.08854999989271164,0.0746700007468462,0.05730499997735024,0.029595000296831132,0.02075000014156103,0.001501865510216373,0.0018290429352832908,0.0025564815930527052,0.0033905570628015133,0.004875243768417684,0.005841617946801726,0.0029577181466581407,0.009117975369631295,0.008789509458595428,0.00689597723001464,20
doddakodlu,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Karabu Kere/Konappana agrahara lake,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Parapana Agahara Lake,12/23,1,0.038220000267028806,0.0625557143241167,0.032344285718032294,0.0697185717523098,0.05165285723549979,0.05333714282938412,0.04479428598923343,0.033811428930078234,0.020024285838007926,0.01552000009853925,0.0016589669779617465,0.002177392715871629,0.0017607336227947776,0.003517519014802865,0.003817318321896059,0.004597706489693531,0.0026830092983441503,0.004614590250645941,0.006444520069985294,0.00453143315866077,70
Kudlu Chikere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Kelaginakere,12/23,1,0.08370000123977661,0.120899997651577,0.08449999988079071,0.09030000120401382,0.10580000281333923,0.11949999630451202,0.0812000036239624,0.13510000705718994,0.12150000035762787,0.09000000357627869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Melinakere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Basavanapura Kere,12/23,1,0.013250000076368451,0.034775000996887684,0.018925000447779894,0.04695000033825636,0.028075000271201134,0.03150000004097819,0.02715000044554472,0.0186750004068017,0.010999999707564712,0.008500000112690032,7.921489969796615E-4,0.0018925837343879684,0.0012437342615635467,0.0028464895304383037,0.0024055925712483965,0.002324866405233091,0.0018874588811892668,0.001259712134208925,0.0017277152167777538,9.354145249105207E-4,4
Swarna Kunte Gudde Lake,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Chikkabegur kere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Elenahalli Lake,12/23,1,0.04777857129062925,0.06353571425591197,0.04311428564999785,0.04687857122293541,0.03745714282350881,0.04292857167976243,0.03339285696191447,0.04028571503502982,0.04293571465781757,0.03186428600123951,0.0035617365277145463,0.00643734749748228,0.0032363679381370546,0.015269772747593174,0.01725326936550795,0.015291848191376467,0.007949075917752561,0.018330492512479216,0.017160903272680668,0.014049636789728438,14
Kalena Agrahara Govt. Lake,12/23,1,0.027525105533288352,0.0455858294493589,0.02956337673056066,0.04018938689300763,0.02572693498327804,0.028238673452007115,0.023629085689258936,0.025213406868840587,0.02201829162730494,0.017082231116467086,0.0022808934347416723,0.0022469702706979146,0.003661980091353287,0.004366677676907462,0.008359693947517371,0.010690018579218346,0.006597037304537143,0.011209650681136909,0.010348733205578976,0.008421785947099603,20
Infrastructure Corridor,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Beratena Agrahara Lake,12/23,1,0.15706666807333627,0.22263333201408386,0.17306666572888693,0.18023333450158438,0.13293332854906717,0.1378666708866755,0.11183333396911621,0.11663333574930827,0.11749999970197678,0.09790000071128209,0.0055222732517411725,0.008875557249302403,0.010448709478347673,0.009623004355963392,0.017853538654622633,0.02573575131366968,0.018263505893417964,0.02875753373691917,0.014905929702634168,0.015512790493341897,3
Mylasandra Dodda Agrahara kere,12/23,1,0.017500000074505806,0.022700000554323196,0.013899999670684338,0.031099999323487282,0.018799999728798866,0.020400000736117363,0.017799999564886093,0.015799999237060547,0.01119999960064888,0.010400000028312206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Arekere Govt. lake,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Hulimavu Kere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Akashaya nagar Kere,12/23,1,0.02711250027641654,0.04811249999329448,0.028350000036880374,0.04453750001266599,0.0291125001385808,0.03573749971110374,0.031112500466406345,0.03001249977387488,0.026474999962374568,0.018375000217929482,9.130134344130275E-4,8.795419345685759E-4,6.284902056279227E-4,0.0034546839381396407,0.007519215251765444,0.013182748009926243,0.0021996806534298904,0.009556468387967545,0.005546564410035119,0.00391271964702671,8
Gottigere Kere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Kothanaru Kere,12/23,1,0.028487500094342977,0.035809375054668635,0.0252093750750646,0.03194374978193082,0.021642187391989864,0.024785937668639235,0.026257812598487362,0.022187500027939677,0.022029687592294067,0.018459375045495108,0.002184641088122878,0.0032864168003110842,0.0028471872187978637,0.0041959008320915465,0.004948667830514534,0.0058325290335671486,0.0035272956849942455,0.006120393679060998,0.0054821780245923645,0.004213657771620573,64
RBI layout kere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Chunchanaghatta Kere,12/23,1,0.06357500003650784,0.10225416719913483,0.07207083360602458,0.10838333393136661,0.07773749995976686,0.0822916670391957,0.07291249961902697,0.06416250051309665,0.0498458337970078,0.040233333595097065,0.0014697650328646453,0.0024728491891917804,0.0027189884293262407,0.0041858562017921975,0.007281357969371843,0.00921728027034235,0.005004773100116909,0.009749522352395887,0.013200788436731963,0.010621859797907455,24
Alahalli Kere,12/23,1,0.042057133927133304,0.06630166854699203,0.047215745321625945,0.06280543468915374,0.03785647309456565,0.04162337907249005,0.03369955113448324,0.03493438750898207,0.026662368849526333,0.021425366255413414,0.0018842570040827904,0.0019650222035703865,0.003059215115699284,0.0060666570193204945,0.01104319439875075,0.01306277652479606,0.008385740489830935,0.016852907938494262,0.015124943653828464,0.011054583892277392,97
Kembathahali kere,12/23,1,0.023562398296213004,0.042665650790100804,0.02749605110546836,0.03795993019708808,0.017118960480788738,0.01910429736913012,0.016448461366806538,0.014038327550266747,0.015079094058348345,0.012793466835753272,0.0019285185670136948,0.004191080096916629,0.00254634606237134,0.0038257982988122445,0.004634498124776408,0.0031500970599314397,0.002254666668144268,0.003772003402991198,0.006770991526976642,0.004580309419230805,14
Doddakallasandra  kere,12/23,1,0.06129333327213923,0.0965799997250239,0.07625999947388967,0.08807999938726425,0.06766666720310847,0.07553999995191892,0.06016000012556712,0.06657333349188169,0.04651333317160607,0.03347999999920527,0.0013081626157952784,0.0025987687716441496,0.0026829843621851306,0.0038924203011465107,0.014386598712636036,0.0163681716440016,0.008691590080758418,0.020105470479475442,0.007809299825541605,0.004005030419451129,15
Konanakunte  kere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Thalagattapura lake,12/23,1,0.024800000091393787,0.02906666633983453,0.02113333282371362,0.03243333349625269,0.025966666638851166,0.031000000114242237,0.02283333366115888,0.028199999903639156,0.025333333139618237,0.020933333784341812,6.164411588905664E-4,8.993827252722408E-4,2.3570186000050608E-4,3.858614327942029E-4,0.002094967117467573,8.640993038026324E-4,9.392667783751564E-4,0.0020928445134841944,0.001481741217935873,0.0018080069595512338,3
Vajarahalli Govt.Katte,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Harohalli kere,12/23,1,0.012545525875617457,0.0337213428188527,0.02042858900501476,0.03556144382684992,0.012034822988292523,0.01471314396800141,0.015268532251726837,0.008896326143689895,0.009216835350783246,0.0077325815408639436,0.0019069688552065126,0.003968438379503657,0.0033431158428942408,0.0046891029856568865,0.00616799768531562,0.006582442609391996,0.00448424540554442,0.007047815021849747,0.005822785309151293,0.0035662057216248565,336
Puttenahalli Lake,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Chellakere kere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Horamavu Agara,12/23,1,0.040836538618000656,0.053823076833326086,0.038550000064648114,0.06781346178971805,0.04712500022007869,0.049728845890897974,0.04121346169939408,0.03958846148676597,0.032944230864254326,0.029150000164428584,0.004215266855428601,0.006177085654383238,0.004441435053784846,0.010226963639466432,0.00845155620660574,0.009060445086616051,0.005345595911640492,0.006858898132266688,0.007008056059809819,0.004622832266867724,52
Horamavu kere,12/23,1,0.07755714122738157,0.10368571324007851,0.06701428656067167,0.08841428692851748,0.05747142859867641,0.06062857221279826,0.07811428606510162,0.05107142882687705,0.050800000450440815,0.03867142860378538,0.001946320397970422,0.0015412685465089602,0.0010133782457652082,0.0049596743925330936,0.007383130387246329,0.01235113857284315,0.004042075526216934,0.011034712138806694,0.005511546190091793,0.0037273951328100105,7
Kalkere Kere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Nagareshvara Nagenahalli Kere,12/23,1,0.07471315618712986,0.10619204778295573,0.08276896413685529,0.11171940090189023,0.07070493273015174,0.07609290210724026,0.06984275656532835,0.06071213579005394,0.058326769997051706,0.04748513740095791,0.003339430951077523,0.007740553634476807,0.008380256693885245,0.010187032772604984,0.01094257705377977,0.014499091903945775,0.00738460989277557,0.01296355434398907,0.017874423386468115,0.014077804687319142,19
Rampura Kere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Atturu kere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Veerasagara kere,12/23,1,0.037455257437725084,0.0611044258106239,0.034175363228315804,0.08331744733599265,0.052287804914142075,0.05437861980821533,0.04535177697390904,0.03559135384012004,0.02461101215598523,0.02224010229714755,0.0013278463812874417,0.0015479763911938704,0.001821902628744994,0.0024009452422282056,0.003338890376720665,0.004712604561384154,0.0022173001387092816,0.005966056282324866,0.006922156345342142,0.004837248961834755,86
Dodda bettahalli,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Dasarahalli kere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Doddabidarakallu lake,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Allasandra Lake,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Andhrahalli Lake,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Handrahalli kere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Narasappanahalli kere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Valagere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Shivapura New tank,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Agrahara Lake,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Chokkanahalli lake,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Jakkuru lake,12/23,1,,,,,,,,,,,,,,,,,,,,,0
palanahalli,12/23,1,0.014318181850919218,0.02200303040444851,0.012945454652336512,0.029051515019752762,0.019209090958942066,0.020584848568294987,0.016948484759213345,0.014796969734809616,0.013154545516678781,0.011942424275206797,0.001095294276086933,0.0016788314812073621,0.0011457671799607228,0.0015237752755782646,0.0015580412530117537,0.0018869762384811487,0.0013211844080693407,0.0020738610542709777,0.0016627998384544723,0.0012000076140851975,33
Kattigenahalli lake,12/23,1,0.023818518552515242,0.04338888906770282,0.019303703749621356,0.05418148126315187,0.038081481914829324,0.038762963066498436,0.03346666693687439,0.021807407546374533,0.014807407399294552,0.012200000040509083,8.645431188083245E-4,0.0011757844977754546,0.0010983088335061685,0.0018200605741397439,0.002257339767494584,0.0014679664077817758,0.0014717085182402564,0.0014961496164158875,0.00140894669175849,0.0015016040818407674,27
Kogilu kere,12/23,1,0.01305454537611116,0.015100000002844767,0.011445454575798729,0.019272727383808655,0.013436363586647944,0.015490909361026504,0.011999999934976751,0.013890909200364893,0.01271818188781088,0.011854545382613485,0.0014612344754047113,0.0010090501823496938,4.292988212661209E-4,0.001373840504113259,0.0013040306497184766,0.0011032634732482797,8.355728389382312E-4,0.0015054172137541448,7.33383413966713E-4,8.45698881695864E-4,11
Venkateshapura lake,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Bellihalli kere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
B. Channasandra lake,12/23,1,0.03488358615281115,0.052013982712711807,0.03123426786360692,0.0439788130430009,0.028883424608019157,0.03132564598811757,0.027063758300910453,0.026406109785999006,0.022107343414770636,0.018362749000511918,0.0024780748982217056,0.0023897638783051075,0.002929776686866307,0.003673533998866275,0.007033587703340195,0.007680256089886249,0.004866970541796455,0.008813052030974199,0.008700663998991243,0.00710124391950501,89
Byappanahalli kere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Kowdenahalli Kere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Krishnarajapuram kere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Basavanapura kere,12/23,1,0.021180487851180683,0.03191707319602734,0.019478048856665448,0.03389512202361735,0.02306585375037862,0.025743902320178542,0.022387804736087962,0.020219512215656477,0.020258536585038754,0.01775365854363616,0.001825459535710049,0.0016473041269179482,0.0019275299838837977,0.0029162245850128925,0.00445276635717918,0.005718905325198819,0.0024642016678014973,0.004768607557225363,0.005231843139748559,0.004304115656370299,41
Shegehalli kere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Mangamanapalya Kere,12/23,1,0.02885384614077898,0.04013846212854752,0.027446153645332042,0.04714615385119732,0.03192307714086313,0.03526923003105017,0.029746153893379066,0.027623076994831745,0.02176153860413111,0.017999999941541597,0.0015940345454471996,0.0014291141263198571,0.001571190483071636,0.0019301716348253666,0.004258954819602462,0.0048230828823699525,0.002028874464198353,0.005633028146309051,0.0030878270435729274,0.002475106564285303,13
Hoodi kere-2,12/23,1,0.04406923055648804,0.0857615379186777,0.047361538387261905,0.0901307687163353,0.05853076966909262,0.06217692276606193,0.053200000180647924,0.04335384672650924,0.027230769395828247,0.02002307686668176,8.956173200892818E-4,0.0021563987833744503,0.00120928308744826,0.0041597686192725945,0.006634106942012742,0.007460268951050703,0.005686556013807758,0.007225979963797891,0.004968885451572341,0.004148429468256172,13
Jimkenahalli Kere,12/23,1,0.06470961485673565,0.1120666909670512,0.07889605441209703,0.11993364693278964,0.07263475809161975,0.07586370834023523,0.06093908386844419,0.05071491463851047,0.042276158442030004,0.03348192303136671,0.003262223833581286,0.003838622520625631,0.007263630457402274,0.010034156330228732,0.01882852821771854,0.021368613663123197,0.012760991740307728,0.021453044582283018,0.027200441306719572,0.02082532517705332,38
Kodigehalli lake,12/23,1,0.040156193891792626,0.06476621821957186,0.033806846510699366,0.04655092488822085,0.02448512265092628,0.027431052832206263,0.022485503282014416,0.02030452978045109,0.019683373242356927,0.014075732627256159,0.004359374703234969,0.0062906657727829374,0.004488507417833848,0.005722747905485164,0.009966717991900109,0.010511613143685369,0.007974236109938122,0.012090476750726338,0.012438977224835526,0.008702850061742045,323
Gangashetti kere/ Devasandra kere,12/23,1,0.04500000067055225,0.0633799996227026,0.042269999906420705,0.06517999954521655,0.04482000097632408,0.05105000026524067,0.04893999993801117,0.041779999807477,0.033200000412762165,0.02303999997675419,0.002361354986550997,0.0038721565587750612,0.0032511690749882686,0.005252198583814236,0.005441837659343932,0.00559486385814235,0.002934349149255087,0.004718220144450368,0.009498525855853146,0.006222089574097007,10
Vijinapura kere2,12/23,1,,,,,,,,,,,,,,,,,,,,,0
B.Narayanapura kere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Melinakere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Kelaginakere,12/23,1,0.03174242433724982,0.05342121207804391,0.02426666681739417,0.05821515145626935,0.04492121201121446,0.04624242414579247,0.03899999990156203,0.031493939346436295,0.022833333491827503,0.0182333333756436,0.0017699567840306165,0.002287880939707796,0.001857118514022154,0.0048483745692997435,0.005246052327887254,0.006222443716864297,0.0027937160556926904,0.006764790465143107,0.009483499806279137,0.007448720198025433,33
Rachenahalli kere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Amruthahalli Lake,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Nagawara Lake,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Herohalli Lake,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Hebbal  kere,12/23,1,0.03447500026474396,0.046949999406933784,0.03458333356926838,0.04920833340535561,0.03930833345899979,0.04625833313912153,0.03324166685342789,0.04001666698604822,0.03703333344310522,0.03176666687553128,0.0012302606750342294,0.001105667180201863,0.0021376907693983578,0.002010994562735508,0.00565279532788246,0.007470659943568774,0.0032722210436521276,0.0063217653269751475,0.005804500301962794,0.0034040009742751193,12
Mahadevapura kere,12/23,1,0.05052852572011629,0.09758204357943212,0.04998913561160207,0.10121923115763727,0.06214825716003283,0.06499609247711043,0.0532326833865978,0.0436162490133703,0.02290677697070193,0.01767984372559599,0.00159030927402462,0.003390753311798115,0.0017585665768954934,0.00405978874577966,0.008623082631389412,0.009626158350865418,0.006191019811372001,0.011381267650119821,0.011164036610410674,0.007382774206721397,140
Vibhutipura kere,12/23,1,0.03203379320430345,0.06243448303691272,0.03279586223692729,0.0773627590516518,0.04777034495411248,0.04996206896572278,0.041895862180611185,0.030197241401364063,0.015657931123057318,0.012540000038028791,0.0017051330726319583,0.001974016885330975,0.002077162562395247,0.002504945465136823,0.004109973078003276,0.0047667824970611,0.0033019509079178235,0.0054537168819596875,0.006768463230498544,0.005513049144458373,145
Rajapalya Hoodikere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Achanakere,12/23,1,0.03969999961555004,0.05340000055730343,0.03595000132918358,0.05544999986886978,0.04805000126361847,0.04774999991059303,0.04195000045001507,0.035350000485777855,0.02930000051856041,0.023400000296533108,4.000011831521988E-4,9.999983012676239E-5,2.500005066394806E-4,7.500015199184418E-4,0.001550000160932541,4.5000016689300537E-4,1.500006765127182E-4,1.500006765127182E-4,0.005499999970197678,0.0024000005796551704,2
"Yekkalagatta kere,Mahadevepura Kere",12/23,1,0.05554383871680778,0.07788800542428684,0.050511559404457146,0.07075485251153309,0.05263544214460816,0.05682584523520917,0.046596728663408124,0.04852082924013439,0.04540043649433289,0.034111450823387506,0.0025133529822222713,0.002800490706957519,0.003592469191227846,0.009802444631612315,0.010387986946933775,0.011574839584724435,0.004902093848786169,0.014051643759430346,0.01906821718413251,0.015163671146468365,18
Pattaduru Agrahara kere-2,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Nallurahallikere,12/23,1,0.06815824912836208,0.11254040895607928,0.08382746365964336,0.1299424783421346,0.08503398123673932,0.08828006553299288,0.07217849393246033,0.05792425664390616,0.02471133663328873,0.016607661114201068,0.003076420392130422,0.005304452889388224,0.005869994139384188,0.007255312709963915,0.007464222026095824,0.008704562428919711,0.005701400626497543,0.010661450747684315,0.015294086173023679,0.009479662653643832,137
Thubarahalli lake,12/23,1,0.03433669374038414,0.06045973599444075,0.03378392800697554,0.05422611687674526,0.03118578050447834,0.034012432865719665,0.028902414301710113,0.02715561380327818,0.024604736663283167,0.017208681516547548,0.002773962283878742,0.00446264995153598,0.004302083604274414,0.007979072119198035,0.008717268282784331,0.009799342338425722,0.006959375273433456,0.011398219137081245,0.015689768458064916,0.010336035327262781,121
Sheelavantana kere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Doddanekundi Kunte,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Chinnappanahalli  kere1,12/23,1,0.020349999889731407,0.029350000123182934,0.018766666762530804,0.038799999902645745,0.025950000000496704,0.029366666761537392,0.02278333343565464,0.020849999971687794,0.01566666706154744,0.012966666681071123,7.112197329039138E-4,5.024934525840858E-4,5.734884776178284E-4,9.899499444322242E-4,0.0023400501138884982,9.08601304851449E-4,8.153047762876769E-4,0.0019414342537567876,0.0012391755152274806,9.620580929042208E-4,6
Doddanekundi kere,12/23,1,0.03898200027644634,0.06237399987876415,0.038598000258207324,0.048246000111103055,0.03398999992758036,0.039174000062048436,0.03656600032001734,0.03073000006377697,0.0166499999538064,0.012122000120580196,0.0017081792690932839,0.0031348881319708593,0.0023819731365018206,0.005195968071244752,0.006232920496064083,0.005189790234092014,0.003844247941265068,0.0056345098727508276,0.003068436108171329,0.0022958476453898806,50
Kundalahalli kere,12/23,1,0.03657777790748884,0.055314285769349054,0.0325738096994067,0.05871190488456734,0.040173015941584865,0.04329841264656612,0.03617142869662198,0.03133095239126493,0.020289682657531803,0.014229365095998796,0.0048906275247031766,0.005708997592078768,0.004484491411260238,0.00446219765111278,0.006414930666939486,0.00659353916098117,0.0045077156339249635,0.007117187807593988,0.006281906977307389,0.003806178504908149,126
Acchanakere,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Varthur lake,12/23,1,0.023117391433080902,0.027708695594059383,0.017560869617306667,0.02514782612738402,0.020917391283032688,0.024663043532358563,0.02126956516471894,0.02052173929531937,0.01248695648720731,0.008286956464871764,0.0016661990962279747,0.0015359214214520054,0.0014028664046091684,0.0020191193645213742,0.001939890621457351,0.001990887749122773,0.0014816076051564126,0.0019574730754830455,0.0018357096404179563,0.0014986383502449915,46
Narasipura Lake-1,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Narasipura Lake-2,12/23,1,,,,,,,,,,,,,,,,,,,,,0
Ulsoor Lake,12/23,1,0.04744016195199,0.1021212957016687,0.04548879258985036,0.12482765569998937,0.08594200017458845,0.0877243237746714,0.06921590132504334,0.051509559199269965,0.012852751721359645,0.011814949188140614,0.00494633669146847,0.006663640227266937,0.004464325444810176,0.0073745438630495545,0.0063289183804090135,0.0065788343520393755,0.006259698537545295,0.0075604431213051465,0.0069132725997771444,0.006270072225393664,727
Gunduru Lake,03/24,8,0.05099512209616056,0.07728292629486178,0.054358536786422496,0.08539146366642743,0.0652573172275613,0.06750609734799803,0.05742926841101995,0.05135731712528845,0.04433902443909064,0.034567073350999414,0.015769508971292496,0.0152196015155994,0.01373024973834101,0.016100707921239337,0.015880785332353944,0.016928606031908516,0.014041441039005039,0.012356135291095353,0.011361828920335805,0.008239721140899945,41
Doddebele,03/24,8,0.029308610743823245,0.05298719677320692,0.024086197261403954,0.06680526961223583,0.039219327784990064,0.04043040047442235,0.030774208752702398,0.02205234684504256,0.02380405738454905,0.02086675065939295,0.0029091891417401777,0.0029587804516665855,0.0036815156975416948,0.004036811823491013,0.0077591443274123185,0.007717742143696071,0.005221458162498068,0.008628805769063474,0.01118947441510384,0.007838228157493384,155
Somapura,03/24,8,0.06123333345308448,0.07796363600275734,0.06523030318997124,0.07964848433480118,0.057687878382928444,0.060437878650246246,0.051740908938826935,0.047207576081608284,0.03246363647507899,0.02408030301784024,0.002854520195305746,0.0010137892684127842,0.0017943910725656009,0.003126584125069699,0.0038929820020570166,0.004359003244039419,0.003924118372562376,0.005771141655420484,0.005964151349439514,0.003925363068710211,33
Mailasandra,03/24,8,0.011597435873670455,0.02274615379671256,0.020033333307275407,0.029948718081682157,0.011361538599698972,0.011894871813591378,0.010287179587743221,0.00785128212793587,0.03025897444249728,0.02528461541693944,0.0015254233859406192,0.002259775946763946,0.0035388200884893663,0.00703277602426177,0.007678562314438776,0.007892805803464133,0.005136504992135354,0.007984692825574988,0.01185135965273017,0.00783861371062709,39
Kengeri 1,03/24,8,,,,,,,,,,,,,,,,,,,,,0
Kengeri 2,03/24,8,,,,,,,,,,,,,,,,,,,,,0
Chenvinayanahalli,03/24,8,0.05603496736097659,0.08468475687721841,0.05875483687512155,0.08268857356936231,0.05412716096425008,0.05877501729609454,0.0483867200962141,0.04738063914020013,0.04814304379997985,0.0381558394709185,0.009533393369906046,0.006726492722205666,0.007152335635049657,0.011789773453575713,0.015053529179094924,0.017426909895292105,0.011251322277996374,0.018132998765773452,0.022146944411146605,0.01469656845681738,57
Annamma kere,03/24,8,0.05163170849229919,0.0945670945291214,0.06363961875481415,0.09875159441474757,0.06525802024137332,0.07176820718306154,0.05952642121578291,0.06427094781465625,0.06196106383462322,0.04686360293080401,0.005136771329637364,0.003952106891899499,0.006416789867941712,0.009923949482669038,0.01388453123816593,0.01594752711656148,0.013035401460326886,0.020666507842428735,0.018337324495125238,0.01415391361473493,24
Deevatigeramnahalli kere,03/24,8,,,,,,,,,,,,,,,,,,,,,0
Devarakere,03/24,8,0.05046555295031669,0.0970143489580426,0.055145728170284174,0.11687119424277825,0.07615339552406283,0.08110744783579324,0.06729227883449519,0.05669660442728072,0.03713888259602533,0.02921418419672913,0.009109205152139112,0.009651270128232744,0.007222288576349464,0.01272467349979931,0.014478133053591597,0.013542456312337116,0.011534599942656962,0.012006165832679558,0.010691032799390036,0.007203435808075408,18
Doraikere,03/24,8,,,,,,,,,,,,,,,,,,,,,0
Goudanakere,03/24,8,,,,,,,,,,,,,,,,,,,,,0
Gubbalal kere,03/24,8,,,,,,,,,,,,,,,,,,,,,0
Halagevaderahalli kere-2,03/24,8,,,,,,,,,,,,,,,,,,,,,0
Herohalli Thotadakere,03/24,8,,,,,,,,,,,,,,,,,,,,,0
Hosakerehalli Kere,03/24,8,,,,,,,,,,,,,,,,,,,,,0
Kempambudhi lake,03/24,8,0.08190000057220459,0.10109999775886536,0.0786999985575676,0.10729999840259552,0.10350000113248825,0.10689999908208847,0.07959999889135361,0.07660000026226044,0.07670000195503235,0.059700001031160355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Laggeri Lake,03/24,8,,,,,,,,,,,,,,,,,,,,,0
