LAKE_NAME,DATE,IMAGE_COUNT,B2_mean,B3_mean,B4_mean,B5_mean,B6_mean,B7_mean,B8_mean,B8A_mean,B11_mean,B12_mean,B2_stdDev,B3_stdDev,B4_stdDev,B5_stdDev,B6_stdDev,B7_stdDev,B8_stdDev,B8A_stdDev,B11_stdDev,B12_stdDev,B2_count,NDCI_mean,NDTI_mean,NDWI_mean,TSS_PROXY_mean,DO_PROXY_mean,TDS_PROXY_mean,LST_celsius,AIR_TEMP_celsius,RAINFALL_mm_14d,NDVI_CATCHMENT
Bhattarahalli kere,09/23,1,0.03196738318967813,0.04694589599361089,0.03637418525962681,0.06366538463802558,0.03729480144806097,0.037940005532750176,0.022042311971664712,0.02521515563665964,0.033395352926956785,0.022991954659404207,0.004076242928060586,0.00490066212125987,0.006146344610958802,0.007302463485685389,0.010503177114962407,0.012402448611739529,0.008180839758896906,0.01435956081119484,0.017804425241813568,0.010179348809957457,70,0.2744463359382553,-0.1297321393911684,0.3753211225850133,0.0401706241192407,1.6557328630412185,0.033395352926956785,29.670000000000016,,196.97327727485666,3.4183140599704454E-5
Thirumenahalli lake,09/23,1,0.049051851862006716,0.08630987624695272,0.05950740770793256,0.09476913557744321,0.05459135828286777,0.054955555539992124,0.03710864198014692,0.03458024712026487,0.030644444449816222,0.01969382709559099,0.00573238828773859,0.008636237698580908,0.008139444883196659,0.009211675726865294,0.015096497628498391,0.017241931049734576,0.014691958006111103,0.018950086756856346,0.015164912430603049,0.009305173698817308,81,0.23023239771525064,-0.1854689633588732,0.4137618510443487,0.05847716027939761,3.3576556269396503,0.030644444449816222,28.670000000000016,,209.78301762682736,4.285227784527184E-5
Avalahali kere,09/23,1,0.048553662912427215,0.07386301464025741,0.05107992892453009,0.08984865218939588,0.05111863566671167,0.04892618277262913,0.029779264639847862,0.02516634398044675,0.012556013206539198,0.009322276699213126,0.007180443019993793,0.00841491898304953,0.0055184728833854325,0.0103808191747076,0.011362028036263057,0.012867662731880388,0.01124177730116372,0.01470184501234981,0.006693171294280956,0.0033160855191378892,1686,0.273611161200566,-0.18159147160224273,0.4404647633580321,0.0432095138566405,7.204136399263136,0.012556013206539198,28.521538461538476,23.73828277587893,196.97327727485666,3.971976643909455E-5
Begur Lake,09/23,1,0.010692906583247768,0.031192906668158344,0.017170415230894583,0.056566090029777125,0.023283391046921068,0.020779757842640665,0.00611384083143984,0.004535121120482073,0.013068685138108254,0.011217820116521783,0.011555593042033114,0.01677324856480722,0.016527856380652035,0.015488960831857627,0.014053245450798274,0.015583613929971398,0.013221873424826074,0.013719924522178847,0.00963986296067207,0.005895894193383938,578,0.5574938791375413,-0.3105332141953189,0.7680629319720821,0.022130795897896623,2.7982822760829333,0.013068685138108254,29.900166666666685,23.697891489664755,110.82283221102267,3.491595903761937E-5
meenakshi lake,09/23,1,0.06466041965320864,0.12915516015842476,0.08821808912022647,0.1522742982542917,0.0787594704998344,0.07988420744334922,0.0545342785971958,0.0463178340445434,0.033759611604224575,0.022983442197958084,0.006969657823164778,0.004907487266064042,0.006631695630246494,0.007756882607124081,0.021508445057719018,0.024331632216358746,0.019600693111374506,0.02882727664190259,0.023833829571363308,0.01433601733178737,83,0.2669154766250982,-0.18920644367843029,0.42061825988057455,0.0814573861001604,5.409293027422079,0.033759611604224575,28.121538461538485,,110.82283221102267,4.371908096171217E-5
Kannuru kere,09/23,1,0.03957566581732909,0.07502441931292385,0.0600126388819245,0.09203516760465755,0.04569618414479702,0.04377067978539525,0.02641625725109946,0.02398780477236951,0.021120092200156683,0.015128260818452376,0.015490102218953946,0.027497098341664597,0.035449493090594905,0.03695508220767671,0.02738454679613322,0.028688466504410707,0.02405305735528353,0.024563148937128097,0.015224643038486427,0.008795168526142672,415,0.2284360576339448,-0.13012835366943962,0.51698842667494,0.048072255757290815,4.349526251773854,0.021120092200156683,28.810666666666695,,129.79930132487647,3.898061476465198E-5
Kannuru kere,09/23,1,0.03957566581732909,0.07502441931292385,0.0600126388819245,0.09203516760465755,0.04569618414479702,0.04377067978539525,0.02641625725109946,0.02398780477236951,0.021120092200156683,0.015128260818452376,0.015490102218953946,0.027497098341664597,0.035449493090594905,0.03695508220767671,0.02738454679613322,0.028688466504410707,0.02405305735528353,0.024563148937128097,0.015224643038486427,0.008795168526142672,415,0.2284360576339448,-0.13012835366943962,0.51698842667494,0.048072255757290815,4.349526251773854,0.021120092200156683,28.810666666666695,,129.79930132487647,3.898061476465198E-5
Doddagubbi kere,09/23,1,0.060743154620218884,0.09863793314098561,0.07927064450612714,0.1116237788459058,0.06440377667590479,0.06395106465396526,0.045882516937474346,0.044260788179810516,0.031743092563677154,0.01987651145983487,0.016424207483429806,0.022733081563671865,0.024152571918691395,0.023736502316159192,0.020737560336210072,0.023838880915736084,0.020882392970966657,0.025066690284221354,0.017187802289759416,0.009193805247230498,197,0.17677469292320755,-0.11540928818207434,0.38340383648843696,0.06519051305966116,3.7835397545414238,0.031743092563677154,28.92661764705884,,209.78301762682736,4.814993674369759E-5
Suggata kere,09/23,1,0.04786666648255454,0.08852222147915098,0.07252222382360035,0.09205555667479833,0.05255555527077781,0.05547777811686198,0.03580000044571029,0.03454444453948074,0.042000000468558736,0.026355555488003626,0.00397883249421391,0.005940216157554126,0.006879079054385486,0.006915540063523306,0.00916116311516996,0.011652732476695358,0.006471990813604656,0.01135851255233052,0.009146340732232637,0.004776589195579519,9,0.11944296293788487,-0.10044531275828679,0.4269205431143443,0.065261110663414,2.223070733948901,0.042000000468558736,28.590000000000032,,129.79930132487647,5.4893474630850984E-5
Yelahanka Lake,09/23,1,0.024789410461774217,0.04478361031317617,0.028056282956177295,0.050275411116555944,0.01596265917442065,0.012967358959790504,0.0038331594359732133,0.00455682910625918,0.013396562101962231,0.011277909199701092,0.004993221276097418,0.005060000767864841,0.004534957507265421,0.005442098606243083,0.009291302185687654,0.010466955542845796,0.006760646525006364,0.009435759166531249,0.006927206521527579,0.004211684689142427,2115,0.28633613443927336,-0.23239156586827112,0.8774021726477504,0.029090086241878546,3.78279502983609,0.013396562101962231,28.277871621621635,23.648320134480798,150.6988987521221,2.281732617252097E-5
Dodda Bommasandra Lake,09/23,1,0.036739766185098346,0.07352178960802941,0.042885610291978675,0.08391099841719603,0.03721965806786036,0.03678904691471694,0.01936381826591974,0.01735973852587051,0.015217462166145867,0.011056501903931669,0.009392732521125406,0.010168567211167498,0.010651389485563142,0.011302022447154048,0.014530722271668099,0.016045109001840852,0.013074714786116635,0.017607874831715102,0.008964383639100945,0.0041099679996496165,494,0.33027830913177064,-0.2701556738656778,0.6179107485586226,0.044369626030197416,5.786430899785729,0.015217462166145867,29.05414893617024,23.648320134480798,166.3827745198314,3.129070804119782E-5
Singapura lake,09/23,1,0.05374540978884593,0.11496161838448271,0.09727908332406533,0.1514368123747471,0.08023156630197471,0.079230680340155,0.0542788587280078,0.0429379218965251,0.026350790385452103,0.018748503518743378,0.004807634959908438,0.007762005310412871,0.011150366609352492,0.010855056898837454,0.014468568047914698,0.015838831392666584,0.012702056638228147,0.019430996973807558,0.018990812266779022,0.01257073514106798,105,0.21954118508105186,-0.08543840763230608,0.3637543571675496,0.07065620450032571,5.955326921594153,0.026350790385452103,28.920000000000016,23.648320134480798,166.3827745198314,4.432690757697917E-5
Chellaghatta kere,09/23,1,0.037287500221282244,0.07401249930262566,0.0513625000603497,0.08372499980032444,0.06515000062063336,0.07027499936521053,0.04923750041052699,0.055300000589340925,0.054250000044703484,0.029824999859556556,0.005774175222805078,0.006365617794546795,0.005574481621826439,0.0069663029176859955,0.014371238237177278,0.014480655653590978,0.010748132120573796,0.017734923268968215,0.01641493206893676,0.00786507275754322,8,0.24027796648442745,-0.181482570245862,0.20965757220983505,0.064131248742342,1.5078011917035112,0.054250000044703484,28.099145299145317,23.66992340087893,201.14141517077417,3.8438628784099787E-5
Bellandur Amanikere,09/23,1,0.037758204259280066,0.06456830999223699,0.048529366237885306,0.08096510573145999,0.03568302823269976,0.03275570429916474,0.0165148592031163,0.013087640862892878,0.013246056365675595,0.009606866209528369,0.014489931775009086,0.021133693349126556,0.02029623364684318,0.014623987759889531,0.012179150424924649,0.01429694577549298,0.012036122522136287,0.014945545531876674,0.007334457471449083,0.0036008154515932756,2840,0.2750175387182102,-0.15661873665021758,0.6124329284279489,0.03890718319059783,5.802543821788601,0.013246056365675595,26.935585480093714,23.687134532439437,201.14141517077417,4.290429593704613E-5
Abbigere Kere,09/23,1,0.06953749991953373,0.13228750135749578,0.1364500019699335,0.1621375009417534,0.09528750088065863,0.10558749968186021,0.07698750030249357,0.07471249997615814,0.046262500109151006,0.027712499722838402,0.004725447130248152,0.0147131260563355,0.03316624942270554,0.0318999586084574,0.025464213652236847,0.031052714705467117,0.023599545659593584,0.02782222347253119,0.010299021869821005,0.005726786933745035,8,0.09077043691650033,0.004185327212326229,0.28039903566241264,0.08927500154823065,2.9951438181950483,0.046262500109151006,29.393636363636393,,166.3827745198314,4.5820930402718036E-5
Kammagondanahalli lake,09/23,1,0.03270909122445367,0.07540909167040478,0.045690909028053284,0.10584545270963149,0.06350000101056966,0.06609999998049303,0.04980909113179554,0.03658181805671616,0.04151818173175508,0.02658181832256642,0.008282671856792918,0.012133458993410392,0.010143645852998952,0.01947722964348371,0.0133430959460801,0.01810579940789957,0.008214229091107783,0.021656609716813255,0.014540151902491636,0.011960983722021984,11,0.4013995176011866,-0.2528939870270816,0.20335811579769308,0.05846363644708286,2.0115617934585974,0.04151818173175508,29.25823529411767,,166.3827745198314,4.7305232471239384E-5
Mallasandra Lake-2,09/23,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,30.78000000000003,,166.3827745198314,6.0650752543245354E-5
Chikkabanavara kere,09/23,1,0.03420499738923389,0.05063824825913425,0.03119415449426896,0.056539565766330915,0.026923273189118177,0.024901938632768815,0.011964318617271881,0.009789761368732136,0.011888939099266766,0.010033456671793249,0.011925473849731461,0.010467602704849735,0.009549326953626121,0.009295358726723777,0.01442700454982751,0.0156781427842816,0.01389009018832248,0.014700159472088678,0.009224782804909255,0.004905080908116157,605,0.30063434184789206,-0.24703512256531482,0.7056445993064947,0.03126359364644649,5.964523752645171,0.011888939099266766,30.19764044943822,23.72139956156417,166.3827745198314,3.991941671770107E-5
Mallasandra Gudde lake,09/23,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,30.78000000000003,,166.3827745198314,5.412636955309877E-5
Bagalagunte Govt.Lake,09/23,1,0.04308727156101306,0.08744062737617789,0.08389891062415779,0.0960629021532918,0.05436599860170819,0.057917088645314696,0.03887218815122699,0.03596791630138261,0.03520884921282218,0.022202484989693058,0.002173187335802288,0.0029073531608073936,0.0033934012408865124,0.0033745226548562188,0.011372980371879629,0.012065310674664079,0.01007659657098716,0.016186254942758174,0.0140692885802074,0.0078197440157057,27,0.06765808662157684,-0.020804540240372277,0.39140967882474614,0.06132473825836763,2.8913085753548224,0.03520884921282218,29.79000000000002,,166.3827745198314,3.4457084187225895E-5
Lalbagh kere,09/23,1,0.015491658625534165,0.04114427910909182,0.020256435014718688,0.05648661211358849,0.027051100999420895,0.026323419051945237,0.012450584867274708,0.012652160949231425,0.018933724490653423,0.012722855171775863,0.0067385566557680585,0.005859727323868224,0.00588339732616865,0.0064112554573823805,0.009114762695622279,0.011107280611692968,0.006391792103065723,0.012711356196273787,0.008370729349971528,0.004452934076010867,217,0.48180679136920634,-0.35193313381876845,0.5524378423862111,0.030039001762606755,2.487696708931914,0.018933724490653423,30.33432432432438,,129.97065415785238,4.2138378468120615E-5
Chikkabellanduru kere,09/23,1,0.06128181788054379,0.11107272790236906,0.09613636406985196,0.1393636390566826,0.10539090904322537,0.10780908980152824,0.08068181777542288,0.08214545419270342,0.05517272752794353,0.031718181784857406,0.005310507296699796,0.009956550856273767,0.011552431886309555,0.012357058179666277,0.014561995715413141,0.013539467048755105,0.008049484846458298,0.01476219762576502,0.007017393240507833,0.006208764583565213,11,0.18506981838833203,-0.07385083186355504,0.15863853015682913,0.08312272822315042,2.044664856641241,0.05517272752794353,28.760000000000048,,137.70267680020436,4.7003275442144445E-5
Carmelarm,09/23,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,29.150000000000034,,137.70267680020436,6.76369366859777E-5
Gunjuruplaya kere,09/23,1,0.07602088092273904,0.13422815225865295,0.1323264280331402,0.16999526634519346,0.1103466294140955,0.1121822498284484,0.08717457117682538,0.07857433294518386,0.03520093477521165,0.02069751997890536,0.008302650389446591,0.02047486210409078,0.025871324157600434,0.03374692812400885,0.02197036326997373,0.022109293375106344,0.01861753761229729,0.01759682311161623,0.014630615068379666,0.006727213195815512,97,0.12428719793533932,-0.011705067221597018,0.21712285104393236,0.08471454394660828,4.375151721329772,0.03520093477521165,29.181538461538477,23.697891489664755,137.70267680020436,4.512789619545841E-5
Govt. Dinnekere,09/23,1,0.0994535702325049,0.16903630848087015,0.18475297261916457,0.19418928568207083,0.1398827361741236,0.1371446473612672,0.11544166806907881,0.1057321439896311,0.05109583304840184,0.02587500070443465,0.004500001668930054,0.007250003516674042,0.008649997413158417,0.007500000298023224,0.002750001847743988,4.5000016689300537E-4,0.0034999996423721313,0.0027000010013580322,0.00455000065267086,0.0021000001579523087,2,0.02507675556643378,0.04433542481135754,0.18816684168719108,0.11006607168487138,3.3406437252423054,0.05109583304840184,,,,5.886601858416869E-5
Panattur Govt.kere,09/23,1,0.08683424862634719,0.14999604289640384,0.13656913442749924,0.1535695237336808,0.07812848408171959,0.07667051985979197,0.055469955219624494,0.05237726999508801,0.040545229029353466,0.027810728360193302,0.007901670986265805,0.01151059081224234,0.018398785044417425,0.023072363085764616,0.028733586530866988,0.02920613296990529,0.027177849993274602,0.033510481204287144,0.022031341872586315,0.013770704954782277,79,0.05799891992167728,-0.04916852357565988,0.4808455685506511,0.09527063562775359,4.673672677747347,0.040545229029353466,30.010000000000048,,137.70267680020436,3.779682013185617E-5
Gramadakere,09/23,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,29.56471698113209,,137.70267680020436,5.505776062270713E-5
Ambalipura Kelagina kere,09/23,1,0.02289279650549515,0.05027923748781116,0.029474576343229766,0.054891101479277775,0.033743220420901554,0.035899153014771264,0.020111017146195145,0.026320762496236397,0.03320466094034708,0.01979067788648782,0.0023097533893784534,0.004519709586897443,0.002655654511115856,0.004666465002944448,0.01442830930469734,0.015600195456482852,0.007442267410047378,0.01943778425457787,0.006502568683299268,0.0034312668913322464,16,0.3012564150711238,-0.2607245136494354,0.43956217434951816,0.04174194953767425,1.57777022466406,0.03320466094034708,28.07000000000005,,201.14141517077417,4.926431191598138E-5
Melinakere,09/23,1,0.020025600838626118,0.039485483062638556,0.027158263509854667,0.05008808229083871,0.02690514963112914,0.026441491140457362,0.012336978977811872,0.01531314364397627,0.02414153993052996,0.015787984411240852,0.003204976804670156,0.003957552605274103,0.002606229156752116,0.006688192630034312,0.010751762675844836,0.010891124806423525,0.008467039900138671,0.012807311282225772,0.007901792220448045,0.0046634140888829325,24,0.29296856283293804,-0.18449497298173542,0.5542372942716249,0.03181351138011184,1.729481158096863,0.02414153993052996,28.07000000000005,,201.14141517077417,6.0889155351782144E-5
Sowl kere,09/23,1,0.01952830188374662,0.048233962471380176,0.0262660377149312,0.06427358500893761,0.04018993715538918,0.04016729572541871,0.025187421426083306,0.024459119566932978,0.01938427677202337,0.01270566042805524,0.009186236174544858,0.014255445040253698,0.011966997598813782,0.01379394390517052,0.012693301058847563,0.014299164164628191,0.010778272773376498,0.014069192001487579,0.007914730665864315,0.003819418224119892,159,0.44300219575938937,-0.3154748472964989,0.3270744025332373,0.03380911964805996,2.6226219702963016,0.01938427677202337,29.35808510638302,,201.14141517077417,3.772725091531481E-5
Bhoganahalli kere,09/23,1,0.03300020424769478,0.05349696610072749,0.03398662752726138,0.06953006355164651,0.048525887500297585,0.04790072132384935,0.03162490837645927,0.03240077528449333,0.028852373803747198,0.017980397373707484,0.004140507954747977,0.0059876244663450255,0.005039253522592226,0.007256227348261801,0.008629576133324249,0.008596731277066626,0.008005044394809008,0.013181279544443873,0.014415951633835883,0.008530532956786128,29,0.3450471514537211,-0.22479862820824834,0.26563376319228416,0.04117466977752726,2.1184566283389454,0.028852373803747198,29.57000000000005,,201.14141517077417,5.015144302099527E-5
Devarabisanahalli kere,09/23,1,0.05059359275571652,0.09605743908213452,0.06407643406869695,0.07943664370171567,0.03786571102312192,0.03875233138751729,0.019688872520599175,0.02199660246996571,0.027265842251688596,0.019953386243895713,0.007235622273871797,0.011414648049166464,0.01685698341688081,0.01736977135731448,0.023086411317164934,0.029225032381555514,0.017251295746801457,0.025169312208152477,0.012307502585542578,0.005646810076951483,71,0.11064455417578307,-0.20835106165638137,0.6963011601668185,0.061661640782490694,3.968782799153295,0.027265842251688596,29.36454545454548,,201.14141517077417,2.170314370231254E-5
Doddakanneli Gramadakere,09/23,1,0.028265946314407788,0.05832561532366102,0.03519739182226717,0.07872987780268964,0.03925435266644309,0.038281429087833,0.019807237677966223,0.01645420590806896,0.020152791795307698,0.014851164033737218,0.0043199809371486445,0.010771695179681092,0.008228187589187324,0.015496464997521879,0.015589461288890568,0.018758688878676422,0.015526444159216654,0.018099673154116577,0.013033856313685858,0.006480124071461872,59,0.3846009753912351,-0.25057409610394266,0.5403370822547919,0.0392392035849558,3.466496416525797,0.020152791795307698,28.99000000000001,,201.14141517077417,3.916241404017229E-5
Lakedew Appartment lake,09/23,1,0.039914892287386906,0.07905930324853194,0.045724939807145086,0.11841239021042509,0.06698967695870031,0.06620842742710818,0.04241258665086669,0.030702260910530618,0.021098377621911305,0.015263941955026731,0.0030953492600800615,0.0029238972821444644,0.003114198913897825,0.0039348140985574365,0.009042404877733412,0.01093064192681999,0.00790337452483253,0.012409191095221516,0.011576519621695588,0.006327026092065365,158,0.44311686814410356,-0.26771707561401764,0.3064373987732536,0.050078840485398596,4.549450877842726,0.021098377621911305,29.380000000000052,,110.82283221102267,4.262022210333307E-5
Kaikondanahalli kere,09/23,1,0.050085252768697915,0.07815571589702484,0.0555625643465791,0.09639198787121828,0.054173383276122145,0.05338602071777317,0.03402414776586834,0.028802154873284806,0.019801044835304288,0.01460979582142136,0.0035961305744190365,0.00487873520438811,0.0054522220867140566,0.006053994243955095,0.007339482191476175,0.008920695858454121,0.006828198968199249,0.011037366226018627,0.008988501106741108,0.004695650745529031,271,0.26917558003205483,-0.17006995285053464,0.39667670775515995,0.0489783803559416,4.5064178117406515,0.019801044835304288,28.55000000000001,,201.14141517077417,3.494425449441807E-5
Kasavanahalli kere,09/23,1,0.038612837791355006,0.0743870893786114,0.04262267147917111,0.058791405605518786,0.01763320988927277,0.015845908492904917,0.004917448503136129,0.0074591699280016355,0.016326007806443117,0.011522413137161583,0.009062590228888112,0.0111897058361376,0.009508921739102947,0.005521267374721966,0.013784577783631484,0.015524589731069379,0.01037454868047713,0.01707594781311745,0.011311902736336008,0.00527720415901724,287,0.16861239493476898,-0.27779332675149776,0.8965039985655671,0.04535654838934785,5.717487528788132,0.016326007806443117,27.90000000000002,,201.14141517077417,4.165834205748812E-5
Mestripalya lake,09/23,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,30.04000000000002,,201.14141517077417,3.799649875135238E-5
Tavarekere lake,09/23,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,30.430000000000007,,201.14141517077417,2.4540650103264253E-5
Byrasandra Kere,09/23,1,0.04532500002533198,0.08886249996721744,0.05275500016286969,0.1132625002413988,0.06928249998018146,0.07197500029578804,0.049147499818354846,0.045247500156983735,0.0321475001052022,0.02177999997511506,0.0020768667625302786,0.0015426738858793148,0.001646048148782179,0.003685491228766562,0.008632116649050718,0.012795091743979541,0.006167494966309736,0.014887998282848175,0.010644528739725174,0.00504084328153763,40,0.3642544962465763,-0.25506120175123215,0.2901299538090825,0.06050499975681305,3.0298083690586592,0.0321475001052022,30.49000000000001,,129.97065415785238,3.5203187349430425E-5
J P Park Kere,09/23,1,0.09228684243402983,0.1705973685572022,0.13231315836310387,0.18672105179805504,0.12122894725517223,0.1274789481570846,0.09725263224620569,0.08888421041008673,0.042502631433308125,0.026123684340793835,0.013975903472400186,0.027029179318152064,0.021454961090762347,0.03230843292971209,0.017903659322684836,0.021946779487691623,0.015379288430221575,0.01987569996492926,0.01775336136475143,0.011170718897091585,38,0.169363595349224,-0.1267452746825783,0.27193158276771245,0.1065500010001032,4.95302140577019,0.042502631433308125,30.177027027027062,,166.3827745198314,3.160021402960803E-5
Agara kere,09/23,1,0.012294116840649589,0.03010122464228333,0.015993273207953147,0.03618792940738792,0.01174812895669252,0.009847483540510526,0.0022996375000917733,0.003920501027265299,0.014394457195345968,0.010505220877542902,0.0045002527556425595,0.005545371943536322,0.003811864350373522,0.0041866459206040835,0.00899401799812518,0.01045204318650952,0.005021240423924774,0.009741684815090659,0.007284895181824501,0.003625951502022775,535,0.39281668284936416,-0.3100834644029627,0.8930708595100282,0.022247840926129366,2.4148361657296618,0.014394457195345968,28.978400000000025,23.697891489664755,201.14141517077417,2.5242724395445067E-5
Ibbalur Govt. Lake,09/23,1,0.03507432186226126,0.05204168489198782,0.03522735232307986,0.053609245417219814,0.03443699130111862,0.03365454070679681,0.020771630144936874,0.024648260359430216,0.033309124649606274,0.022468960756757986,0.006397068547936064,0.00599059557059126,0.005839491637086288,0.007405931107210389,0.013117950662285972,0.016389843092377503,0.011667404540827988,0.02006145954693768,0.01209452566682991,0.0059722430438097504,37,0.20815247438880632,-0.19547221033754444,0.46901661117502064,0.04267540509064624,1.6847749825522829,0.033309124649606274,27.610000000000014,,201.14141517077417,3.035675639743485E-5
sarraki kere,09/23,1,0.045853938114003887,0.07426843684107838,0.04253518657710217,0.05005258241818796,0.02708764446808133,0.025359840887046386,0.012938535492135708,0.015249172486401764,0.022666160875721483,0.017008288472696403,0.007297439396265441,0.012258608012696709,0.005824008950583578,0.013113517344660777,0.015507248995209465,0.01691839331057723,0.013317572638862506,0.01772511936992058,0.015366186176474714,0.00916277417337501,482,0.07260002109068191,-0.2676397498154063,0.7189718667023778,0.04846729890343966,4.1272632210833065,0.022666160875721483,29.947777777777805,23.56107864379885,123.11897879164997,1.4296171566740229E-5
Puttenahalli Kere,09/23,1,0.01973023259102605,0.04222558126893154,0.02475581409106421,0.056095348974299984,0.03169069768384446,0.03344883726433266,0.018346511520618617,0.020102325748370658,0.02652093040388684,0.019513953498802906,0.0032205397514757763,0.003453282389949633,0.003086452031959905,0.0036642178469868,0.009081794070256288,0.011519152527750704,0.0073894440211906085,0.013076581168589056,0.007867021568284418,0.00443420000517206,43,0.3887750873732012,-0.26248408091622727,0.41395357805629107,0.03437325553318789,1.6977880036708668,0.02652093040388684,29.058000000000035,,119.17926545608357,3.7493828700872635E-5
Madivala Kere,09/23,1,0.009702519117423637,0.027053577954436976,0.021668232890212524,0.047991966432779656,0.01918925708672344,0.017010216175978962,0.006580715138437894,0.006023954988422015,0.01006756633606834,0.008241038619198717,0.007465217056661816,0.010167878261827627,0.007486431142822021,0.009539699173386429,0.00973033355127488,0.010748369999124726,0.0076745069638056804,0.00907131140357449,0.006412874882100802,0.003637214075183747,1631,0.39307236130577033,-0.10338641980866498,0.731340574936688,0.01856057215217626,3.073892757020102,0.01006756633606834,29.810347826087,23.652287207709456,200.35603618851547,1.3921058492163622E-5
Somasundrapalya lake,09/23,1,0.010603669175100718,0.040976962229961396,0.022277674056409014,0.06159126109031272,0.02606857921149476,0.02621283081086998,0.009134978953234715,0.01275999566168587,0.031576940313698995,0.024805314867465875,0.0049130836558666175,0.005344785621146032,0.005955870785684821,0.0072511916866790874,0.014940957968776033,0.01752886107958979,0.01027532735689084,0.01905569237398023,0.019297339487374228,0.01347308943811658,53,0.4741484654699932,-0.303205245908218,0.6954406452511638,0.03627695138293861,1.7329380217189903,0.031576940313698995,31.27000000000004,,110.82283221102267,2.89306315931451E-5
singasandra,09/23,1,0.05986459099005589,0.11273169315326612,0.11511068854162462,0.1251115215990734,0.09368429638334587,0.10508224802250979,0.07056970310615562,0.08215213761592222,0.06218066937584417,0.03976263941289878,0.00271691150957587,0.0026603747043008794,0.0038101959692504843,0.008143069897467594,0.00891143011551363,0.014651635694963937,0.003631860079652429,0.012146012438329188,0.007972554467375208,0.0037565933740863985,5,0.04080231357746685,0.010280353983961129,0.2302721402154314,0.0874561792495747,1.8379159431691234,0.06218066937584417,31.230000000000018,,110.82283221102267,3.547409249007331E-5
Kodagi Singasandra kere,09/23,1,0.04738030219286546,0.09636627015646944,0.06411214880551536,0.1010879005612473,0.051409089163688186,0.05387192785919884,0.03424731762428259,0.03435295423280465,0.03925142412678075,0.02633986912253414,0.0034662608404259017,0.0038692304435749445,0.006313012095542051,0.007303597543983072,0.019158086525944397,0.021064083975608043,0.01658756862533367,0.02559825092635941,0.020574095612209478,0.013762879298101476,39,0.224549448277162,-0.2024435125137612,0.49781167004266824,0.06780884706972531,3.1109414014907006,0.03925142412678075,29.910000000000025,,110.82283221102267,3.8751799410362134E-5
doddakodlu,09/23,1,0.03226285720510142,0.08095428603036063,0.032560000089662415,0.12753428646496365,0.09012857185942787,0.08988571379865919,0.06345428547688893,0.04787999987602234,0.013348571370754923,0.01029428570930447,0.0040634317763347284,0.0028303800145776568,0.0027059936649207876,0.002089693878098684,0.003693822338712918,0.0037718615476652994,0.003200030803708763,0.0044418658093720274,0.001984996794781549,0.0017957000550441365,35,0.5937465480395726,-0.4272003403731755,0.12147948614188603,0.04715142856751169,6.151432069588582,0.013348571370754923,30.190000000000055,,110.82283221102267,4.711844832995888E-5
Karabu Kere/Konappana agrahara lake,09/23,1,0.0064814166923514325,0.037908114859493185,0.016614346677089616,0.04595453992262199,0.026261533168139308,0.025812911651247765,0.015119636770587511,0.01457094850101711,0.03341824699396164,0.0233292086066616,0.0020328551521232217,0.003169745246803902,0.0022124784856934745,0.004532665628958551,0.0073973154891047894,0.009795591229658496,0.004991572976169043,0.014015595698371549,0.013175018028748983,0.0075803944043673615,18,0.4690369286830584,-0.3916721418817277,0.44127680730710145,0.035663180713782106,1.3049782479376446,0.03341824699396164,30.450000000000045,,110.82283221102267,3.715708877044143E-5
Parapana Agahara Lake,09/23,1,0.04815688946558655,0.09699699623863689,0.07126507559914806,0.13676133629259882,0.09099105948723236,0.08399498905791392,0.05670296173191459,0.04984841005219638,0.02494308742355204,0.018155008146411394,0.007040557432218104,0.006934261611943207,0.00779760395653474,0.007675814985977873,0.011041925201313993,0.011476489919260348,0.009083225781671825,0.015115984523928172,0.01542992595414304,0.009140543281201452,85,0.31617119912981845,-0.15432225171012567,0.26507816974581044,0.06097004207347685,4.739219882431642,0.02494308742355204,30.250000000000057,,110.82283221102267,3.532865789127418E-5
Kudlu Chikere,09/23,1,0.024075000174343587,0.05750500001013279,0.033530000038444994,0.0738249996677041,0.04557500006631017,0.051449999865144494,0.03042999990284443,0.029885000246576966,0.04134500036016107,0.027620000205934046,0.0034509239838673724,0.0048742671044684875,0.004666915722418153,0.008731831480346109,0.010948510173246774,0.013019120419641837,0.008066480219792,0.015620828555461232,0.012037544707862656,0.0073219942435650415,20,0.37566175758838655,-0.2652238570153713,0.3167989529669285,0.049425000138580796,1.5104881642456713,0.04134500036016107,30.04000000000002,,110.82283221102267,3.3897342681054E-5
