LAKE_NAME,DATE,IMAGE_COUNT,B2_mean,B3_mean,B4_mean,B5_mean,B6_mean,B7_mean,B8_mean,B8A_mean,B11_mean,B12_mean,B2_stdDev,B3_stdDev,B4_stdDev,B5_stdDev,B6_stdDev,B7_stdDev,B8_stdDev,B8A_stdDev,B11_stdDev,B12_stdDev,B2_count,NDCI_mean,NDTI_mean,NDWI_mean,TSS_PROXY_mean,DO_PROXY_mean,TDS_PROXY_mean,LST_celsius,AIR_TEMP_celsius,RAINFALL_mm_14d,NDVI_CATCHMENT
Konanakunte  kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.86600000000003,,,
Thalagattapura lake,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.55000000000001,,,
Vajarahalli Govt.Katte,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harohalli kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.530000000000015,,,
Puttenahalli Lake,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.218125000000022,,,
Chellakere kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.83000000000004,,,
Horamavu Agara,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.99878048780492,,,
Horamavu kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.15714285714291,,,
Kalkere Kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.564868421052683,,,
Nagareshvara Nagenahalli Kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.27000000000004,,,
Rampura Kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.73005714285715,,,
Atturu kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.941898734177244,22.868891652425134,,
Veerasagara kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.090000000000032,22.868891652425134,,
Dodda bettahalli,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.410000000000025,,,
Dasarahalli kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.000000000000057,,,
Doddabidarakallu lake,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.650645161290363,,,
Allasandra Lake,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.494000000000035,,,
Andhrahalli Lake,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.55000000000001,,,
Handrahalli kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.55000000000001,,,
Narasappanahalli kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.39562500000001,22.898514048258505,,
Valagere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.05857142857144,,,
Shivapura New tank,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.710000000000036,,,
Agrahara Lake,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.630000000000052,,,
Chokkanahalli lake,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.32000000000005,,,
Jakkuru lake,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.678029197080345,22.868891652425134,,
palanahalli,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.74000000000005,,,
Kattigenahalli lake,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.857142857142914,,,
Kogilu kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.390000000000043,,,
Venkateshapura lake,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.370000000000022,,,
Bellihalli kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.640000000000043,,,
B. Channasandra lake,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.434000000000026,,,
Byappanahalli kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.607142857142875,22.928685124715173,,
Kowdenahalli Kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.395555555555575,22.928685124715173,,
Krishnarajapuram kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.511707317073217,,,
Basavanapura kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.540000000000052,,,
Shegehalli kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.96000000000004,,,
Mangamanapalya Kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.79000000000002,,,
Hoodi kere-2,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.58000000000004,,,
Jimkenahalli Kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.840000000000032,,,
Kodigehalli lake,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.087173913043515,,,
Gangashetti kere/ Devasandra kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.08000000000004,,,
Vijinapura kere2,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.02000000000004,,,
B.Narayanapura kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.55000000000001,,,
Melinakere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.99000000000001,,,
Kelaginakere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.950000000000045,,,
Rachenahalli kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.13598039215688,22.868891652425134,,
Amruthahalli Lake,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.594285714285732,22.868891652425134,,
Nagawara Lake,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.02225000000003,,,
Herohalli Lake,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.491818181818214,,,
Hebbal  kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.498897058823566,,,
Mahadevapura kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.80000000000001,,,
Vibhutipura kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00000000000003,,,
Rajapalya Hoodikere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.710000000000004,,,
Achanakere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.82000000000005,,,
"Yekkalagatta kere,Mahadevepura Kere",08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.120000000000005,,,
Pattaduru Agrahara kere-2,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.390000000000043,,,
Nallurahallikere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.390000000000043,,,
Thubarahalli lake,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.49000000000001,,,
Sheelavantana kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.630000000000052,,,
Doddanekundi Kunte,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.150000000000016,,,
Chinnappanahalli  kere1,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.010000000000048,,,
Doddanekundi kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.10407766990296,,,
Kundalahalli kere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.130000000000052,,,
Acchanakere,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.600000000000023,,,
Varthur lake,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.940751173708946,22.928685124715173,,
Narasipura Lake-1,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.910000000000025,,,
Narasipura Lake-2,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.910000000000025,,,
Ulsoor Lake,08/24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.367547169811342,22.928685124715173,,
Gunduru Lake,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,31.430000000000007,,,1.976205253309513E-5
Doddebele,09/24,1,0.027013636448166588,0.04217500011013313,0.022028409177437425,0.045620454644615,0.020796590992672878,0.024221590857698837,0.019719318116337738,0.018407954564529726,0.024719318205660038,0.019086363651281732,0.001813596479226275,0.001747872087300522,0.0018765870719868012,0.0027460780898806384,0.006134097023542416,0.008577301272070346,0.003940692539379181,0.00952357381383694,0.0052858271857741355,0.0034832449629679857,88,0.349141365763816,-0.31465797939083795,0.3678286765617403,0.033447159179063005,1.7513340718647656,0.024719318205660038,30.000000000000057,,,5.465803709219008E-5
Somapura,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,29.750000000000057,23.220960235595726,,5.366156225387301E-5
Mailasandra,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,30.46857142857147,,,3.442764206164803E-5
Kengeri 1,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,29.796666666666717,,,4.4818510083503E-5
Kengeri 2,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,29.57000000000005,,,5.093484818941328E-5
Chenvinayanahalli,09/24,1,0.03470833351214727,0.06397500075399876,0.03471666667610407,0.07749166650076707,0.04580833328266939,0.04690000042319298,0.04001666698604822,0.024583333327124517,0.03355833344782392,0.023724999899665516,0.0012789697967004637,0.001570097831000555,0.0015104270014853014,0.0025578180144401616,0.006885910769071171,0.003959377291954122,0.003153789834639186,0.004765996449651371,0.0033225135464759483,0.002655536654269072,12,0.3812037259340286,-0.29671262204647064,0.23141281306743622,0.048766667023301125,1.9175956871545636,0.03355833344782392,29.910000000000043,,,4.9743992073334806E-5
Annamma kere,09/24,1,0.04333873529232288,0.08260290666295605,0.05098002808724162,0.09913661977602309,0.06176842615819066,0.07638156354008124,0.05654536154562028,0.055567426436815226,0.04677109981431666,0.0353454315527785,0.003194837758651983,0.0031050015536314645,0.004761676843249543,0.0065599920985204676,0.012175192054315378,0.016779823688938655,0.007586889117246632,0.014974427786383002,0.009432866442044168,0.0075793748167059805,17,0.32134858194380905,-0.23806962426998704,0.190528342751078,0.06468700350605867,1.85462052219776,0.04677109981431666,31.372500000000045,,,2.3153695881866647E-5
Deevatigeramnahalli kere,09/24,1,0.03440000116825104,0.05770000070333481,0.035100001841783524,0.06620000302791595,0.04560000076889992,0.05959999933838844,0.046300001442432404,0.05950000137090683,0.04729999974370003,0.035100001841783524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.30700889229774475,-0.24353446066379547,0.10961537808179855,0.05250000208616257,1.2172995994795075,0.04729999974370003,31.03000000000003,,,2.5778747301345628E-5
Devarakere,09/24,1,0.04012222256925371,0.07736666666136847,0.05045555573370722,0.10325555668936835,0.06128888866967625,0.0709888885418574,0.058655555049578346,0.04552222208844291,0.030588889287577734,0.024188888776633475,9.56588271635052E-4,9.297557068044869E-4,0.0014291496904529177,0.0020704855876370514,0.002470916744673889,0.004074976232446342,0.00227406212292906,0.0020142699770365536,0.0029823353910163877,0.002631199312958027,9,0.3434719410207536,-0.21065991123517355,0.1378505883945359,0.053977777974473104,2.542250480170962,0.030588889287577734,31.32000000000005,,,3.567169517339213E-5
Doraikere,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,30.11956521739134,,,3.187684989854478E-5
Goudanakere,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,30.430000000000007,,,1.6015868628973517E-5
Gubbalal kere,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,27.870000000000005,,,2.118398710884956E-5
Halagevaderahalli kere-2,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,30.05000000000001,,,3.6077864800494725E-5
Herohalli Thotadakere,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,30.29000000000002,,,5.3749441298038507E-5
Hosakerehalli Kere,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,29.760714285714307,,,3.451232060011342E-5
Kempambudhi lake,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,31.36600000000004,22.854391988118493,,3.0105762525696398E-5
Laggeri Lake,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,32.57000000000005,,,2.0624364427670367E-5
Mallathahalli Lake,09/24,1,0.057100001722574234,0.10689999908208847,0.09690000116825104,0.1509999930858612,0.09969999641180038,0.10849999636411667,0.08630000054836273,0.07129999995231628,0.034299999475479126,0.02319999970495701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2182331383228302,-0.049067702144384384,0.10662525147199631,0.0706000030040741,3.1075581602345226,0.034299999475479126,29.200000000000045,,,2.8981242181869803E-5
Moge kere,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,29.798181818181853,,,2.018016212719136E-5
Muppatu Kavalu Hosa Kere,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,29.87142857142861,,,4.0080352071152874E-5
Nayandanahalli kere,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,28.950000000000045,,,2.9970568647276852E-5
Sankey Tank,09/24,1,0.0300054765754042,0.03912504760784662,0.02872001715556025,0.03541521442153872,0.021499288136502988,0.02597067213808904,0.023192986021958285,0.02438048591712474,0.02739899394267869,0.021785392972938408,0.004383826159334123,0.004997411584297535,0.005001695069032102,0.0065229662739584625,0.006793250606772756,0.006580376256113687,0.005798143054372413,0.007937842722760848,0.008971497855666217,0.007656594187450156,124,0.10302282900507441,-0.15639228379847472,0.2641273231034138,0.03326202072266803,1.4975779349537406,0.02739899394267869,30.180000000000007,,,3.770041107333477E-5
Subramhanyapura kere,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,29.541000000000047,,,2.6641900329768148E-5
Ullalu lake-2,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,29.40960000000003,23.05600255330404,,4.366931414515654E-5
Valagerehalli kere,09/24,1,0.03642513250919762,0.05411758300361057,0.03865764899463054,0.06478870928854934,0.04200725164017732,0.04849496712007664,0.04084437065295233,0.039072682495099424,0.03846768211227971,0.03190937080167678,0.002063862598863522,0.0021830628771401686,0.002080662950404353,0.002701421648720325,0.0037123947708987137,0.0049634375215754185,0.0027638648469858803,0.004548099440626995,0.0032437926782889347,0.0034149488404670624,36,0.25273312351956273,-0.16689781006795681,0.14041743342154073,0.04629263316237966,1.4113113090134541,0.03846768211227971,29.79000000000002,,,3.5433024428061026E-5
Yediyur kere,09/24,1,0.02907758623618504,0.07122931089894526,0.03253448285676282,0.0754844827641701,0.040662069034216736,0.04617413804577342,0.037479310585507034,0.033560344756677234,0.02858793125327291,0.022236206954152418,0.005004620023213474,0.009851011164027677,0.005384702286836042,0.011169119868436278,0.009443531408850445,0.011278107851396333,0.008262519672417002,0.012280836459672722,0.009128849330953896,0.005875539562925661,58,0.3979775237626043,-0.37400490764913885,0.31279190860945605,0.04990862142936937,2.656776320787919,0.02858793125327291,31.07000000000005,,,2.6494549753405E-5
Bhimmanakuppe Govt lake,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,29.670000000000016,,,4.514990842981589E-5
Srigandhakavalu Karabu Katte,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,5.19464016826633E-5
Janaradhan kere,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,31.32000000000005,,,2.8176751922357484E-5
Konashetty kere,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,27.150000000000034,,,4.5540163215632545E-5
Nagarabhavi (Un-named Lake on map),09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,30.170000000000016,,,1.3597011639202657E-5
Sompura Govt.lake,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,29.750000000000057,,,6.528321524774845E-5
Lakshmipura Lake,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,30.810000000000002,,,2.9204358388705733E-5
Amrutnagar Lake,09/24,1,0.04225526323640033,0.0598105262768896,0.047778947425908165,0.0740763161723551,0.04445789479895642,0.049663158133625984,0.04448157916531751,0.04349736859531779,0.04373421069038542,0.03576578979233378,0.008076694802062892,0.009193269718812461,0.008389785562380273,0.01120395704793269,0.008548518873081223,0.00902681463813088,0.007035730467180515,0.008785529200621582,0.005905941624437032,0.005108933268845027,38,0.2172682548039838,-0.1136055737733841,0.1470847325889688,0.051772368679705416,1.369631588347362,0.04373421069038542,28.86200000000004,,,4.8020461598683604E-5
Hoysalanagara Lake,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,30.05000000000001,,,5.120444264497329E-5
Basavanagar Lake,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,31.210000000000036,,,3.0161323028185247E-5
Ajjegowdana katte,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,30.130000000000052,,,3.4078909954688166E-5
Kodigehalli kere,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,30.590000000000032,,,4.4262476743312536E-5
Kommaghatta Govt. Lake,09/24,1,0.04313809528858179,0.07069404778026399,0.035886904978681175,0.10969523801690056,0.054719047620892525,0.05828630953051504,0.04586130970468124,0.03400773821132524,0.02242142870090902,0.016622023812184732,9.846324314275337E-4,0.0014015595559409052,0.0011683096151063666,0.00620892049815311,0.006027624482458997,0.007489539756991061,0.005327801306395264,0.007605997062756627,0.004762116567056242,0.003209517492272474,168,0.5061956940307504,-0.32662512326524373,0.21549378357650267,0.04655773824613009,3.2449011514723174,0.02242142870090902,30.32000000000005,23.220960235595726,,5.365027848605218E-5
Manganahalli Lake,09/24,1,0.026328923014893205,0.03386985892740598,0.021153440871481067,0.034231712132859075,0.01653519626618837,0.018560208036930554,0.015153947698299634,0.014425268440175044,0.022077791126368942,0.01744292727725431,0.004289208171308876,0.004314379179622168,0.00407094567693423,0.004762739385270902,0.0063652855593346715,0.007223485408988689,0.006453763355792805,0.007474957723953209,0.005636245028513835,0.004301821379681726,855,0.2398116693557348,-0.23551959264967584,0.4076358893959654,0.02797382503580586,1.5831504239414707,0.022077791126368942,29.996829268292707,23.05600255330404,,4.5148464878081616E-5
Bhattarahalli kere,09/24,1,0.04439411431419475,0.0685830456588149,0.04630366467632073,0.07946935210023977,0.051654431455171096,0.058793777860570134,0.05016987501213077,0.045901929710995645,0.04566456535436165,0.03720805495303166,0.003896207942434842,0.004427927339690169,0.004447571153046437,0.006887324447096236,0.00781702582652318,0.007607514703941543,0.004263456869302413,0.007743302177120434,0.009463493173361637,0.006301324641276814,53,0.26395019032988876,-0.1951205294558929,0.15572645049033726,0.0571238052446255,1.5498099372800735,0.04566456535436165,30.880000000000052,,,2.8119470565272078E-5
Thirumenahalli lake,09/24,1,0.025299999862909317,0.03999999910593033,0.025299999862909317,0.046799998730421066,0.028599999845027924,0.035999998450279236,0.03020000085234642,0.026499999687075615,0.03099999949336052,0.02449999935925007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.298196941614151,-0.2251148521900177,0.13960111141204834,0.035499997437000275,1.286173625644909,0.03099999949336052,30.860000000000014,,,3.559336962176778E-5
Avalahali kere,09/24,1,0.026184927583785156,0.03680061288270644,0.021458127015861975,0.04697623882315294,0.03458630503992179,0.036091167910449806,0.027530885177443804,0.02325877774264204,0.01701148425000774,0.014182789017530216,0.005096601154568135,0.006835462756016591,0.005542584324956028,0.006828361741861978,0.005685773251360809,0.006534679165406999,0.0056880245205559775,0.005533378024962881,0.0028817727205008204,0.0022048998034270113,960,0.37836160385023226,-0.2676121098108981,0.14598874651524427,0.02690604857118496,2.1566580153876274,0.01701148425000774,29.57553846153849,23.000012969970726,,4.1273559753225965E-5
Begur Lake,09/24,1,0.05063483503845719,0.08031081084956278,0.054588588743327976,0.1001267267374305,0.06954864874571651,0.07393933917667057,0.06110510519809193,0.051352552633296265,0.034815916042025385,0.03025075073379117,0.004750949336487954,0.006202392561264557,0.005802370056373879,0.00717888377594429,0.006491637475541504,0.006975662216419736,0.005115964860702789,0.006255421687671932,0.003949731271512488,0.0037422000029075546,333,0.2956402108923451,-0.19192763089059708,0.1360045801456626,0.05756336338706203,2.319825954052233,0.034815916042025385,30.8414166666667,22.98406244913741,,3.23265326563912E-5
meenakshi lake,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,29.5992307692308,,,3.7334305339041545E-5
Kannuru kere,09/24,1,0.031612903252243994,0.0507032259577705,0.03688064531212853,0.07986000002391877,0.04559612906267566,0.04829225818957052,0.039628387230538555,0.033749032345029614,0.03053741952584636,0.02620580643415451,0.008609976934777334,0.010980812865596105,0.00897672353585121,0.012158371699170008,0.010957800992293832,0.011071069660029657,0.009112258689746229,0.009844929052860829,0.00738333041335976,0.007054371702057516,155,0.37475817549613216,-0.1618878746224988,0.12389923497553795,0.04062032281391082,1.6839002655891258,0.03053741952584636,30.917000000000016,,,3.34079053320201E-5
Kannuru kere,09/24,1,0.031612903252243994,0.0507032259577705,0.03688064531212853,0.07986000002391877,0.04559612906267566,0.04829225818957052,0.039628387230538555,0.033749032345029614,0.03053741952584636,0.02620580643415451,0.008609976934777334,0.010980812865596105,0.00897672353585121,0.012158371699170008,0.010957800992293832,0.011071069660029657,0.009112258689746229,0.009844929052860829,0.00738333041335976,0.007054371702057516,155,0.37475817549613216,-0.1618878746224988,0.12389923497553795,0.04062032281391082,1.6839002655891258,0.03053741952584636,30.917000000000016,,,3.34079053320201E-5
Doddagubbi kere,09/24,1,0.04390385613158612,0.06424628475039852,0.05370282992117761,0.07477357246120377,0.04626672583459392,0.050608853577699564,0.04198844977551207,0.04239448463721187,0.03643458347689038,0.02934425859733494,0.006026854176786784,0.007153827844853917,0.00749370975282783,0.008343809447181343,0.008872602298692004,0.010421567292206682,0.0066160966340764295,0.011876389640938595,0.008751446143059373,0.007838888333156125,289,0.16528793883807577,-0.0909853804559979,0.21190248773815096,0.05034043410823267,1.8233509993755497,0.03643458347689038,29.776029411764735,,,3.8075255959275155E-5
Suggata kere,09/24,1,0.04457500018179417,0.07725000008940697,0.058200000785291195,0.07667499966919422,0.041150000877678394,0.042624999769032,0.04410000052303076,0.03487500036135316,0.042899999767541885,0.02964999945834279,0.0016299922406288927,0.0014115612790864763,0.0017131839234019665,0.002926068808249248,0.0015435351781664405,0.006686693940443683,0.0030157915880215,0.006074280720314994,0.0044938838766369294,0.005461455145527196,4,0.1368282102048397,-0.14077049121260643,0.2739862911403179,0.060074999928474426,1.81292760649807,0.042899999767541885,31.02000000000004,,,4.363890249816834E-5
Yelahanka Lake,09/24,1,0.04389694177516036,0.06102931502592908,0.040799981174204795,0.043216162819648074,0.022731617649991518,0.025259264175497263,0.021423419070756827,0.022030363799336854,0.024658754367601364,0.021530223545501936,0.007266148408384181,0.00933359257132687,0.007083576754494549,0.007300699856310564,0.0076250645303505135,0.008352453332288989,0.006817111667433547,0.008889858607006217,0.007254622178221089,0.006164307158658566,2012,0.029193214773893864,-0.19995227908198412,0.4879263593679823,0.04284403473503471,2.5956161958652104,0.024658754367601364,29.781722972972993,22.93108393351241,,2.4975847182500883E-5
Dodda Bommasandra Lake,09/24,1,0.0503031589117446,0.09359453418876904,0.05521085071196039,0.10536639825069305,0.05559969650617763,0.05984635794915631,0.04697037278183349,0.037943495065701355,0.02429375692555635,0.02022617925723989,0.003942932939902183,0.005373442395707942,0.004657528967376735,0.006044317858519484,0.008217980616207732,0.010187165192027055,0.00707729486088789,0.010952238907590476,0.007894992191949729,0.0052142585645107665,631,0.3130728775859272,-0.2587357372210855,0.33420220094003844,0.05894414553797254,4.116829858444167,0.02429375692555635,29.434787234042567,22.93108393351241,,2.78080010932225E-5
Singapura lake,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,30.810000000000002,22.93108393351241,,2.910239628493973E-5
Chellaghatta kere,09/24,1,0.04789999996622404,0.08049999922513962,0.05270000050465266,0.08390000214179356,0.05753333245714506,0.06583333387970924,0.06313333287835121,0.053466666489839554,0.05473333224654198,0.031033333390951157,0.010816961728747194,0.018655293795875175,0.015048587404484864,0.018363186663808945,0.016568308329062694,0.021411732361336887,0.015491144275134037,0.014259812722542833,0.006160266610684111,0.0030269169043856993,3,0.23525012036164603,-0.2148620088895162,0.12219004829724629,0.06761666387319565,1.454515660497935,0.05473333224654198,29.988119658119665,22.952111816406273,,3.849300395285203E-5
Bellandur Amanikere,09/24,1,0.04721805833665877,0.06603236261839619,0.04820673151671115,0.05853967650712115,0.03345003247345439,0.03582472501557718,0.03083514571551559,0.030900194281621756,0.027280194237587135,0.021895922338258485,0.007713369477179783,0.010590849182504419,0.008841308209997525,0.009764608171949395,0.011020356743853155,0.012426109289882699,0.010521086304833461,0.012254040529027059,0.007195650187048938,0.006041832797041707,1545,0.09862887812205695,-0.1566606183454973,0.3737096755828672,0.04665627845572037,2.5083510571629515,0.027280194237587135,27.886639344262342,22.971773744240817,,4.923571894057121E-5
Abbigere Kere,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,31.06636363636367,,,3.328770366247676E-5
Kammagondanahalli lake,09/24,1,0.033820000290870664,0.0597800001502037,0.03650000095367432,0.06817999929189682,0.04575999975204468,0.048600000143051145,0.04350000098347664,0.036499999836087225,0.03501999974250793,0.02603999972343445,7.359344407203027E-4,5.19230006162755E-4,5.099022541161133E-4,0.0014330376156481827,0.00803308229894358,0.007612621967265723,0.0024795158061420796,0.009243592519353694,0.004720762168697573,0.0021914379829054273,5,0.30250818133354185,-0.24179912805557252,0.15826749950647354,0.0473999984562397,1.7327951608449113,0.03501999974250793,29.66411764705886,,,3.6429127407811745E-5
Mallasandra Lake-2,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,31.24000000000001,,,5.238319524122537E-5
Chikkabanavara kere,09/24,1,0.03805161303570194,0.0591806449717091,0.04239032249296865,0.07020645119970845,0.044725806542461916,0.04858064507284472,0.04295483892483096,0.039045160936732444,0.0478741935183925,0.037032258065958175,0.010296127779220711,0.019460305208683904,0.01785916872581579,0.022183790862992138,0.014219613888180003,0.01718473523020275,0.011774133503339987,0.015203242636480506,0.011821029953491272,0.00945493200665065,31,0.25866517376515175,-0.17680393880413425,0.15277691329679183,0.053527419605562766,1.2438264145762257,0.0478741935183925,30.366404494382063,23.030774688720726,,3.5838864423755284E-5
Mallasandra Gudde lake,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,31.24000000000001,,,4.635680311088526E-5
Bagalagunte Govt.Lake,09/24,1,0.04643124993890524,0.08091250015422702,0.05124999978579581,0.08740000007674098,0.059612499782815576,0.06561874924227595,0.05880624963901937,0.04963124997448176,0.044068749994039536,0.035306250443682075,0.004035424112348069,0.004853976277143786,0.003639196661256055,0.003942555786753461,0.00703880963613772,0.006628745657259723,0.0035762180772334444,0.008247705660416226,0.003793368859112872,0.002917505101855044,16,0.26123604737222195,-0.22477347869426012,0.158149559982121,0.06249062460847199,1.8449357850923722,0.044068749994039536,30.200000000000045,,,2.892320690298479E-5
Lalbagh kere,09/24,1,0.04924713374133323,0.08903184722942911,0.044547133740915616,0.101573885198991,0.06435414024029568,0.06944649706885314,0.055512738930191964,0.04868853524042543,0.02877834388262527,0.02149872614699564,0.004228739392251545,0.006016548476748438,0.0061068465154938256,0.00805516873376272,0.01306560854684757,0.015498853777511543,0.00785045531651755,0.019430558408611777,0.011722634799190251,0.010709100765932051,157,0.39213492384382115,-0.3353043532675239,0.23476580530405045,0.05890509576364687,3.364228684199826,0.02877834388262527,30.641351351351407,,,3.899709481005721E-5
Chikkabellanduru kere,09/24,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,29.99000000000001,,,4.061422525463905E-5
