LAKE_NAME,DATE,NDCI_Chla,NDTI,NDWI,NDSSI,IMAGE_COUNT
Hoysalanagara Lake,12/24,0.229435029,-0.1298033202,-0.3309968388,-0.5205781806,3
Basavanagar Lake,12/24,0.3550994817,-0.2259878592,-0.1129528206,-0.3691252667,3
Ajjegowdana katte,12/24,0.247173763,-0.1074948648,-0.2931895299,-0.4203558686,3
Kodigehalli kere,12/24,0.1642236706,-0.04097191145,-0.1758262839,-0.2889898475,3
Kommaghatta Govt. Lake,12/24,0.2920999133,-0.1703903156,-0.1540732037,-0.2845890394,3
Manganahalli Lake,12/24,0.1909937374,-0.1307166224,0.03130295659,-0.04476640949,3
Bhattarahalli kere,12/24,0.228463627,-0.1757360991,0.104277617,-0.1210112768,3
Thirumenahalli lake,12/24,0.3181720164,-0.1467567118,-0.08694430003,-0.215815398,3
Avalahali kere,12/24,0.4268755935,-0.2593699727,-0.1592604419,-0.3655990582,3
Begur Lake,12/24,0.3343537941,-0.2146755826,-0.2323118096,-0.4151360211,3
meenakshi lake,12/24,0.3423563008,-0.2196285242,0.05980844275,-0.2093654596,3
Kannuru kere,12/24,0.3047529743,-0.1016789437,-0.05493299846,-0.2111568295,3
Kannuru kere,12/24,0.3047529743,-0.1016789437,-0.05493299846,-0.2111568295,3
Doddagubbi kere,12/24,0.3291009234,-0.1000505951,0.2930464225,0.02093154972,3
Suggata kere,12/24,0.2139714399,-0.09079135791,-0.1940915953,-0.3887192525,3
Yelahanka Lake,12/24,0.1204573237,-0.1993593689,0.381862875,0.2068846781,3
Dodda Bommasandra Lake,12/24,0.3760780858,-0.2579727809,0.01751436318,-0.2033274128,3
Singapura lake,12/24,0.07292382592,-0.08170952731,0.1163746776,-0.09731022223,3
Chellaghatta kere,12/24,0.3300401596,-0.1320602213,-0.5875578146,-0.7112304527,3
Bellandur Amanikere,12/24,0.3705642813,-0.2224307419,-0.471106992,-0.5920788831,3
Abbigere Kere,12/24,0.2988798315,-0.1512294785,-0.07163954041,-0.2653737012,3
Kammagondanahalli lake,12/24,0.2457052381,-0.1213940303,-0.1454629187,-0.3221081753,3
Mallasandra Lake-2,12/24,0.4208669299,-0.195655102,-0.6858344291,-0.7847153217,3
Chikkabanavara kere,12/24,0.173228812,0.04462488765,-0.3921592669,-0.5677627042,3
Mallasandra Gudde lake,12/24,0.412205563,-0.1785549788,-0.7120264302,-0.8017122275,3
Bagalagunte Govt.Lake,12/24,0.2361025516,-0.07224409038,-0.2906337651,-0.4821902344,3
Lalbagh kere,12/24,0.3743288441,-0.3350117406,0.1325525449,-0.2108485466,3
Chikkabellanduru kere,12/24,0.3893906342,-0.192104846,-0.1761746961,-0.5152015522,3
Carmelarm,12/24,0.09811104759,0.03725453345,-0.1673944885,-0.3755124193,3
Gunjuruplaya kere,12/24,0.2633180253,-0.05319526912,-0.4716978812,-0.6204114316,3
Govt. Dinnekere,12/24,0.08281522919,0.06752674996,-0.07029755601,-0.3165587047,3
Panattur Govt.kere,12/24,0.2146409021,-0.1804575528,0.06507946079,-0.1504960416,3
Gramadakere,12/24,0.1614439844,0.08274667043,-0.3891483565,-0.5728419921,3
Ambalipura Kelagina kere,12/24,0.3228416557,-0.147311804,-0.4737253454,-0.5770099367,3
Melinakere,12/24,0.3014390163,-0.09125967219,-0.5363401004,-0.6363862999,3
Sowl kere,12/24,0.4562553704,-0.2811075162,-0.7119413875,-0.8238101487,3
Bhoganahalli kere,12/24,0.2946458243,-0.1759915365,0.006149784627,-0.1265316254,3
Devarabisanahalli kere,12/24,0.1097487431,-0.1861921257,0.1363699167,-0.0370101194,3
Doddakanneli Gramadakere,12/24,0.3315606351,-0.2603080914,0.04579289985,-0.2378741969,3
Lakedew Appartment lake,12/24,0.4372591815,-0.2393536997,-0.133441063,-0.3558807839,3
Kaikondanahalli kere,12/24,0.4068299271,-0.1876262498,-0.2995369886,-0.4492752626,3
Kasavanahalli kere,12/24,0.1945348183,-0.2632504174,0.3179915971,0.1508618995,3
Mestripalya lake,12/24,0.2864661428,-0.0634213733,-0.5659281142,-0.6775525269,3
Tavarekere lake,12/24,0.2913436199,-0.06647680495,-0.5984820995,-0.6993033495,3
Byrasandra Kere,12/24,0.3991371288,-0.2005862606,-0.2627981289,-0.5029939838,3
J P Park Kere,12/24,0.2597813163,-0.07633280092,-0.5008425177,-0.6122303218,3
Agara kere,12/24,0.2606750011,-0.1663730881,0.009193968871,-0.09270601259,3
Ibbalur Govt. Lake,12/24,0.3357111976,-0.1858232906,-0.07277432069,-0.253748693,3
sarraki kere,12/24,0.07753730386,-0.2103469111,0.3745617957,0.2225522479,3
Puttenahalli Kere,12/24,0.2900857766,-0.2035177174,-0.06401462736,-0.2607013139,3
Madivala Kere,12/24,0.4558316462,-0.265488932,-0.222088025,-0.4008747402,3
Somasundrapalya lake,12/24,0.3283675375,-0.1825905145,0.05865834158,-0.2112036776,3
singasandra,12/24,0.2847684628,-0.1397803164,-0.1426880324,-0.2426305692,3
Kodagi Singasandra kere,12/24,0.2515649753,-0.05803150484,-0.4547278171,-0.5545373527,3
doddakodlu,12/24,0.3679837814,-0.2547123825,-0.09137767973,-0.3021838934,3
Karabu Kere/Konappana agrahara lake,12/24,0.2679138088,-0.05099930114,-0.2847331294,-0.3640330455,3
Parapana Agahara Lake,12/24,0.3364478354,-0.2255346893,-0.324997542,-0.4750256868,3
Kudlu Chikere,12/24,0.3016801073,-0.191004243,-0.1061343309,-0.2822044827,3
Kelaginakere,12/24,0.08904439347,-0.1368011442,0.01872757178,-0.1412681048,3
Melinakere,12/24,0.4384740247,-0.2070663147,-0.4314952846,-0.5908884764,3
Basavanapura Kere,12/24,0.3345439898,-0.1661615593,-0.3777022926,-0.537640966,3
Swarna Kunte Gudde Lake,12/24,0.27655415,-0.1080761146,-0.3468720552,-0.5108062772,3
Chikkabegur kere,12/24,0.3579586879,-0.1313562644,-0.6867170009,-0.7826212395,3
Elenahalli Lake,12/24,0.1886424286,-0.06972876802,-0.2153289994,-0.3336296153,3
Kalena Agrahara Govt. Lake,12/24,0.2021435705,-0.1476926484,0.0388943454,-0.1946203924,3
Infrastructure Corridor,12/24,0.3414993685,-0.1297351589,-0.3670372028,-0.5150166806,3
Beratena Agrahara Lake,12/24,0.1775771135,0.04132006894,-0.4276204686,-0.5698090321,3
Mylasandra Dodda Agrahara kere,12/24,0.4406917939,-0.1868105339,-0.3440575313,-0.5181457703,3
Arekere Govt. lake,12/24,0.3683562973,-0.2247690228,-0.02381745443,-0.2818661198,3
Hulimavu Kere,12/24,0.3626154806,-0.1327001622,-0.6195743013,-0.7420982871,3
Akashaya nagar Kere,12/24,0.3237132127,-0.2093435314,-0.2962105188,-0.440133113,3
Gottigere Kere,12/24,0.5083403399,-0.3685110031,-0.5164125319,-0.6909555379,3
Kothanaru Kere,12/24,0.1862668732,-0.1918712895,0.09125399131,-0.1802970213,3
RBI layout kere,12/24,0.3910409471,-0.1942398867,-0.4408757262,-0.6451384946,3
Chunchanaghatta Kere,12/24,0.2479652616,-0.1315779092,-0.1444687016,-0.3121155795,3
Alahalli Kere,12/24,0.4156949382,-0.1974027973,-0.2074448924,-0.4097672117,3
Kembathahali kere,12/24,0.2649118118,-0.09622881056,-0.3010748116,-0.4903337859,3
Doddakallasandra  kere,12/24,0.3777913074,-0.1734101189,-0.5845366484,-0.707384791,3
Konanakunte  kere,12/24,0.2600946886,-0.05974149079,-0.4835828074,-0.5956970965,3
Thalagattapura lake,12/24,0.2098519906,-0.07197786475,-0.1083356932,-0.2288186091,3
Vajarahalli Govt.Katte,12/24,0.2049170255,-0.06600318885,-0.3020044668,-0.4672678531,3
Harohalli kere,12/24,0.3444222315,-0.2473139845,0.06453087758,-0.2085586962,3
Puttenahalli Lake,12/24,0.3947458064,-0.1886472708,-0.5407212645,-0.6443746074,3
Chellakere kere,12/24,0.325386063,-0.1463825101,-0.4371069531,-0.5691797503,3
Horamavu Agara,12/24,0.3555265987,-0.1987872897,0.06082698575,-0.129938362,3
Horamavu kere,12/24,0.2156858402,-0.1355391266,0.04919841117,-0.2052653781,3
Kalkere Kere,12/24,0.2493553212,-0.08637546788,-0.3097079932,-0.4740407753,3
Nagareshvara Nagenahalli Kere,12/24,0.1013528341,-0.03379916578,0.2217209209,-0.02930419444,3
Rampura Kere,12/24,0.4207136831,-0.2317252561,-0.6048923229,-0.7606531368,3
Atturu kere,12/24,0.3400079784,-0.1867212584,-0.3088041973,-0.4720156832,3
Veerasagara kere,12/24,0.3496737919,-0.1847514406,-0.05188732967,-0.26237631,3
Dodda bettahalli,12/24,0.07704931371,-0.006855759809,-0.1413080987,-0.2387796176,3
Dasarahalli kere,12/24,0.2409590742,-0.1321947781,0.05029240852,-0.1391626818,3
Doddabidarakallu lake,12/24,0.1396382774,0.08786401594,-0.3936091398,-0.548123227,3
Allasandra Lake,12/24,0.3408695801,-0.2397639141,0.05538454044,-0.1612034426,3
Andhrahalli Lake,12/24,0.2558026524,-0.07299370779,-0.3237361321,-0.472731368,3
Handrahalli kere,12/24,0.2044328543,-0.09476081651,-0.2594610217,-0.3968505171,3
Narasappanahalli kere,12/24,0.3449702524,-0.111755358,-0.65131877,-0.7560900458,3
Valagere,12/24,0.2000014609,-0.1313783601,-0.1011079605,-0.208462296,3
Shivapura New tank,12/24,0.3597164914,-0.1911236554,-0.1364273784,-0.4027731145,3
Agrahara Lake,12/24,0.2701419694,-0.09262882238,-0.08376669735,-0.1492861139,3
Chokkanahalli lake,12/24,0.1988738041,-0.05574239389,-0.1060004585,-0.2759728257,3
Jakkuru lake,12/24,0.4497330385,-0.2210681836,-0.1735335515,-0.3444544521,3
palanahalli,12/24,0.4462154726,-0.2536121633,-0.2287478611,-0.4482702656,3
Kattigenahalli lake,12/24,0.293849488,-0.2139928076,0.07910245771,-0.07696011579,3
Kogilu kere,12/24,0.3395143558,-0.1649075355,-0.1787687316,-0.3060283591,3
Venkateshapura lake,12/24,0.2110416773,-0.02019715408,-0.1898761294,-0.3710423787,3
Bellihalli kere,12/24,0.3657927489,-0.05663780472,-0.4584610061,-0.5214160113,3
B. Channasandra lake,12/24,0.2480794022,-0.1849624798,-0.1263791795,-0.317153759,3
Byappanahalli kere,12/24,0.3369094695,-0.1010887426,-0.6139708619,-0.7613163012,3
Kowdenahalli Kere,12/24,0.4098251836,-0.2472217081,-0.1555382588,-0.400898243,3
Krishnarajapuram kere,12/24,0.1398561027,0.04130190572,-0.3580276322,-0.5022615374,3
Basavanapura kere,12/24,0.2450247457,-0.1765410618,-0.01038793566,-0.220314468,3
Shegehalli kere,12/24,0.4399627756,-0.2620441694,-0.1863224765,-0.3961870702,3
Mangamanapalya Kere,12/24,0.2584078751,-0.1138628472,-0.1749875895,-0.2970655804,3
Hoodi kere-2,12/24,0.2794095645,-0.1813757548,-0.01215314107,-0.2631412806,3
Jimkenahalli Kere,12/24,0.1665909103,-0.1245982614,0.08046725277,-0.1577818604,3
Kodigehalli lake,12/24,0.1690073488,-0.2641420221,0.3250522644,0.1250544529,3
Gangashetti kere/ Devasandra kere,12/24,0.2347035321,-0.096668041,-0.207941675,-0.4134113052,3
Vijinapura kere2,12/24,0.279970818,-0.1886685324,-0.1082294999,-0.2570371219,3
B.Narayanapura kere,12/24,0.2631922618,-0.09100739267,-0.393903176,-0.5838139824,3
Melinakere,12/24,0.4693660598,-0.2510158935,-0.5654210672,-0.7243292338,3
Kelaginakere,12/24,0.2757786381,-0.1891554686,0.01184993933,-0.1909937939,3
Rachenahalli kere,12/24,0.48415997,-0.2491913554,-0.189516389,-0.3667486003,3
Amruthahalli Lake,12/24,0.236905384,-0.1088636445,-0.281514096,-0.4452719985,3
Nagawara Lake,12/24,0.3377879478,-0.2204137669,-0.07699238359,-0.2505608482,3
Herohalli Lake,12/24,0.3949519497,-0.2228388714,-0.0350159351,-0.2193612855,3
Hebbal  kere,12/24,0.3400868071,-0.2242765221,-0.0418029668,-0.20552086,3
Mahadevapura kere,12/24,0.454525496,-0.327361587,-0.05589846167,-0.4132864341,3
Vibhutipura kere,12/24,0.3987735714,-0.2252119635,-0.4076355381,-0.6076388859,3
Rajapalya Hoodikere,12/24,0.3087689645,-0.1598888258,-0.4339590743,-0.6108092131,3
Achanakere,12/24,0.3229959053,-0.1254250088,-0.2486800296,-0.4351731562,3
"Yekkalagatta kere,Mahadevepura Kere",12/24,0.2618105458,-0.1238068363,-0.103788559,-0.3095419796,3
Pattaduru Agrahara kere-2,12/24,0.401763379,-0.237409783,-0.5987323486,-0.7554942087,3
Nallurahallikere,12/24,0.1669885558,-0.1121331271,0.1058374909,-0.1549123183,3
Thubarahalli lake,12/24,0.3826142472,-0.2347173011,0.05953772882,-0.1831907514,3
Sheelavantana kere,12/24,0.4643106219,-0.292220377,-0.1834535693,-0.443085238,3
Doddanekundi Kunte,12/24,0.4346195473,-0.2380086109,-0.2870831584,-0.5185558768,3
Chinnappanahalli  kere1,12/24,0.3031835881,-0.1824079633,-0.1525022361,-0.3932006469,3
Doddanekundi kere,12/24,0.3886580922,-0.2485574443,-0.4512216674,-0.6331819787,3
Kundalahalli kere,12/24,0.2300544975,-0.236187537,0.1570289879,-0.030449196,3
Acchanakere,12/24,0.4479415797,-0.2572176037,-0.1197061864,-0.3735830635,3
Varthur lake,12/24,0.4036677477,-0.1932751607,-0.5425715819,-0.6993043618,3
Narasipura Lake-1,12/24,0.285732295,-0.1635643025,-0.4880383886,-0.6074976406,3
Narasipura Lake-2,12/24,0.3400052936,-0.1443012345,-0.5678956179,-0.6708522492,3
Ulsoor Lake,12/24,0.44262526,-0.332135921,0.07637298977,-0.3027918136,3
Gunduru Lake,01/25,0.3679992819,-0.210225562,-0.1406390478,-0.4145062696,8
Doddebele,01/25,0.3283446548,-0.2038382541,-0.01983983203,-0.2339722952,8
Somapura,01/25,0.3195368255,-0.1404115398,-0.3886350685,-0.5759666261,8
Mailasandra,01/25,0.3596979675,-0.1713645533,-0.583746229,-0.7081730084,8
Kengeri 1,01/25,0.1658572435,-0.01465657183,-0.3453340968,-0.4733960468,8
Kengeri 2,01/25,0.4621770247,-0.2706182323,-0.1788966244,-0.4370923429,8
Chenvinayanahalli,01/25,0.2118660606,-0.1654408213,-0.02250548629,-0.2316946759,8
Annamma kere,01/25,0.2455291552,-0.1585783234,-0.08531114882,-0.301822715,8
Deevatigeramnahalli kere,01/25,0.2613628843,-0.1493407586,-0.09256743471,-0.327530484,8
Devarakere,01/25,0.3166908912,-0.1691358384,-0.2017325721,-0.4254953575,8
Doraikere,01/25,0.4449341106,-0.2262896742,-0.312435095,-0.5515777942,8
Goudanakere,01/25,0.3069263796,-0.1262894119,-0.1076968912,-0.3335410737,8
Gubbalal kere,01/25,0.1777100545,-0.02376879447,-0.2485109057,-0.4367391515,8
Halagevaderahalli kere-2,01/25,0.2282718372,-0.08682629598,-0.3001202084,-0.4731341844,8
Herohalli Thotadakere,01/25,0.1544552996,-0.001729682232,-0.3695151325,-0.4600908191,8
Hosakerehalli Kere,01/25,0.2971390427,-0.04414304603,-0.5696358277,-0.6998203099,8
Kempambudhi lake,01/25,0.461087545,-0.2366834161,-0.295792197,-0.5173624077,8
Laggeri Lake,01/25,0.2917017366,-0.1098165609,-0.5867616932,-0.7074693867,8
Mallathahalli Lake,01/25,0.2221442468,-0.03115578893,-0.3603972971,-0.5363280926,8
Moge kere,01/25,0.3720479593,-0.1671040217,-0.3656032077,-0.5815719702,8
Muppatu Kavalu Hosa Kere,01/25,0.2806678148,-0.1049704958,-0.08474536461,-0.2633522066,8
Nayandanahalli kere,01/25,0.1123054598,-0.1624949313,0.05164144609,-0.1248341065,8
Sankey Tank,01/25,0.09860540435,-0.1736193935,0.2068732085,0.0178085401,8
Subramhanyapura kere,01/25,0.3256861719,-0.1960977923,8.97E-04,-0.2855777031,8
Ullalu lake-2,01/25,0.1957337272,-0.07108156635,-0.216623356,-0.374656737,8
Valagerehalli kere,01/25,0.1545288841,-0.1059551886,0.08804012217,-0.1380608133,8
Yediyur kere,01/25,0.3300272325,-0.2488724711,0.02829654642,-0.2580715638,8
Bhimmanakuppe Govt lake,01/25,0.2234430243,-0.06167989288,-0.3474663483,-0.5183530399,8
Srigandhakavalu Karabu Katte,01/25,0.1736204307,0.02650246707,-0.3750648021,-0.4918152484,8
Janaradhan kere,01/25,0.2271734475,-0.02488505012,-0.4986949532,-0.608476447,8
Konashetty kere,01/25,0.1600458418,0.06473711928,-0.4287496097,-0.555084021,8
Nagarabhavi (Un-named Lake on map),01/25,0.1196979438,0.005849855951,-0.1994878143,-0.3637655516,8
Sompura Govt.lake,01/25,0.1805809421,-0.07647351849,-0.1478627209,-0.3519199044,8
Lakshmipura Lake,01/25,0.3525856795,-0.2099266655,0.01057927113,-0.2800031589,8
Amrutnagar Lake,01/25,0.2368800727,-0.1075046808,-0.01375000326,-0.2475211626,8
Hoysalanagara Lake,01/25,0.2100213754,-0.1015804022,-0.2689370141,-0.4889100175,8
Basavanagar Lake,01/25,0.3384146995,-0.2223231948,-0.08127261281,-0.3607233955,8
Ajjegowdana katte,01/25,0.1971304947,-0.0650776402,-0.2617907442,-0.3794919027,8
Kodigehalli kere,01/25,0.2629663746,-0.07978026577,-0.2371878401,-0.4311050584,8
Kommaghatta Govt. Lake,01/25,0.3462790095,-0.1884258885,-0.1720507439,-0.3307502229,8
Manganahalli Lake,01/25,0.2009686162,-0.1291523165,0.02754337124,-0.04657356274,8
Bhattarahalli kere,01/25,0.2193982402,-0.1905878314,0.1428700381,-0.131855159,8
Thirumenahalli lake,01/25,0.3003377351,-0.1254196661,-0.09220286107,-0.262555895,8
Avalahali kere,01/25,0.4269896179,-0.2453718229,-0.224075661,-0.4047967279,8
Begur Lake,01/25,0.2536333465,-0.1795865338,-0.1581376547,-0.3479164568,8
meenakshi lake,01/25,0.2555237313,-0.2084875659,0.1697544876,-0.1202600058,8
Kannuru kere,01/25,0.3480321903,-0.1321348227,-0.05831284941,-0.2718454259,8
Kannuru kere,01/25,0.3480321903,-0.1321348227,-0.05831284941,-0.2718454259,8
Doddagubbi kere,01/25,0.330814296,-0.1155757249,0.1884060787,-0.07246057337,8
Suggata kere,01/25,0.2091428209,-0.08428830658,-0.2122767816,-0.4037867372,8
Yelahanka Lake,01/25,0.1084183519,-0.1911483819,0.3463613792,0.1984654737,8
Dodda Bommasandra Lake,01/25,0.3787106733,-0.263279771,0.04362541988,-0.2430364488,8
Singapura lake,01/25,0.05478654532,-0.05607698856,0.1147472699,-0.1212074978,8
Chellaghatta kere,01/25,0.3327029729,-0.125874125,-0.5807199643,-0.7103253891,8
Bellandur Amanikere,01/25,0.3581595067,-0.1858587014,-0.4710038849,-0.6002699234,8
Abbigere Kere,01/25,0.3238784359,-0.1553235404,-0.06337858128,-0.3326253926,8
Kammagondanahalli lake,01/25,0.2247724561,-0.05794167433,-0.280697076,-0.4616520959,8
Mallasandra Lake-2,01/25,0.3966750701,-0.155445292,-0.6739501764,-0.7833731626,8
Chikkabanavara kere,01/25,0.1162851773,0.1069732423,-0.3445527101,-0.5243785002,8
Mallasandra Gudde lake,01/25,0.3555735098,-0.1236641786,-0.7087034151,-0.796543355,8
Bagalagunte Govt.Lake,01/25,0.1975723271,-0.01900007583,-0.3607206674,-0.5275532982,8
Lalbagh kere,01/25,0.3648841086,-0.3263582804,0.1636543619,-0.1983355895,8
Chikkabellanduru kere,01/25,0.328475884,-0.1672634895,-0.1004683883,-0.3457724099,8
Carmelarm,01/25,0.09747507997,0.07245430635,-0.2353355378,-0.4434265325,8
Gunjuruplaya kere,01/25,0.2335557024,-0.01376911869,-0.4374018378,-0.5922067903,8
Govt. Dinnekere,01/25,0.07084742877,0.09214605694,-0.1062090405,-0.3327119028,8
Panattur Govt.kere,01/25,0.1791057151,-0.1774722966,0.1065184033,-0.1244516121,8
Gramadakere,01/25,0.1416840095,0.1029841112,-0.3939088716,-0.5720183742,8
Ambalipura Kelagina kere,01/25,0.3325846897,-0.1285559088,-0.4777206615,-0.6099431372,8
Melinakere,01/25,0.2909710391,-0.05839296607,-0.5272867113,-0.6367128585,8
Sowl kere,01/25,0.4667733804,-0.2433166705,-0.6793464648,-0.8074355998,8
Bhoganahalli kere,01/25,0.2805741592,-0.1176241304,-0.04251753013,-0.2101422276,8
Devarabisanahalli kere,01/25,0.1018137148,-0.1934916674,0.1570394435,-0.032188828,8
Doddakanneli Gramadakere,01/25,0.3689157277,-0.2381174193,-0.0127251038,-0.265892555,8
Lakedew Appartment lake,01/25,0.4522613868,-0.2429119631,-0.1412001784,-0.4286902665,8
Kaikondanahalli kere,01/25,0.3856462841,-0.1825492814,-0.2291187304,-0.4382361394,8
Kasavanahalli kere,01/25,0.1199427542,-0.2651413418,0.3969024455,0.1991308116,8
Mestripalya lake,01/25,0.2685946016,-0.01292239914,-0.5458817983,-0.673762054,8
Tavarekere lake,01/25,0.2518187471,-0.03732871037,-0.5512386724,-0.6632022856,8
Byrasandra Kere,01/25,0.3681498521,-0.1962636331,-0.1701228095,-0.4360802737,8
J P Park Kere,01/25,0.2241529679,-0.02674240819,-0.4790509089,-0.6027448554,8
Agara kere,01/25,0.2579958554,-0.1784705772,0.05354507754,-0.1056972032,8
Ibbalur Govt. Lake,01/25,0.3082141403,-0.1846299625,-0.05056488093,-0.2749017127,8
sarraki kere,01/25,0.06003993783,-0.1929092662,0.387900344,0.2262605504,8
Puttenahalli Kere,01/25,0.2867704196,-0.1961816973,-0.03754675003,-0.2740060371,8
Madivala Kere,01/25,0.4324646692,-0.2406693896,-0.2792889738,-0.4427077387,8
Somasundrapalya lake,01/25,0.3150456733,-0.1796543107,0.07610373548,-0.2269438808,8
singasandra,01/25,0.3399899546,-0.196265494,-0.0958461568,-0.3047541885,8
Kodagi Singasandra kere,01/25,0.2388570064,-0.03061179365,-0.4567183519,-0.5773144368,8
doddakodlu,01/25,0.3144459641,-0.1728468931,-0.06510535021,-0.2942453823,8
Karabu Kere/Konappana agrahara lake,01/25,0.2868921709,-0.06900431102,-0.2256604906,-0.3653219565,8
Parapana Agahara Lake,01/25,0.3618908958,-0.1989035544,-0.4268199021,-0.6098648658,8
Kudlu Chikere,01/25,0.2865464488,-0.1784145658,-0.1243572506,-0.3365082297,8
Kelaginakere,01/25,0.06433761607,-0.1108702955,0.07055481573,-0.112956593,8
Melinakere,01/25,0.4225338348,-0.1795233158,-0.4400823523,-0.607315329,8
Basavanapura Kere,01/25,0.3306689211,-0.1537236271,-0.3139586993,-0.4957001649,8
Swarna Kunte Gudde Lake,01/25,0.2772018409,-0.09719933892,-0.3004158716,-0.4866262029,8
Chikkabegur kere,01/25,0.347308386,-0.110840191,-0.6745241703,-0.7742472821,8
Elenahalli Lake,01/25,0.2282833225,-0.05454063962,-0.2236734197,-0.3953284686,8
Kalena Agrahara Govt. Lake,01/25,0.1904096857,-0.1286675054,0.04643093043,-0.1991418097,8
Infrastructure Corridor,01/25,0.3322982471,-0.1065427542,-0.3909526807,-0.5457286495,8
Beratena Agrahara Lake,01/25,0.1414091567,0.07544363759,-0.4099277633,-0.5506036183,8
Mylasandra Dodda Agrahara kere,01/25,0.3626781699,-0.1197437797,-0.2892959792,-0.3927835092,8
Arekere Govt. lake,01/25,0.3690070898,-0.2160501895,-0.04157751822,-0.3446442409,8
Hulimavu Kere,01/25,0.3143002357,-0.07148934804,-0.5752382192,-0.7023607833,8
Akashaya nagar Kere,01/25,0.2694348337,-0.1704751375,-0.2567311081,-0.4268003679,8
Gottigere Kere,01/25,0.4433352948,-0.2895592707,-0.5180827375,-0.6986966863,8
Kothanaru Kere,01/25,0.1667901073,-0.1613426339,0.09860922113,-0.1812320007,8
RBI layout kere,01/25,0.3743970992,-0.1563319161,-0.4282291494,-0.6277829425,8
Chunchanaghatta Kere,01/25,0.2281466511,-0.111236852,-0.1214072392,-0.3288695928,8
Alahalli Kere,01/25,0.3987905125,-0.1847535569,-0.1988407992,-0.4667443647,8
Kembathahali kere,01/25,0.273570293,-0.093251501,-0.2833224993,-0.5241856371,8
Doddakallasandra  kere,01/25,0.3983352739,-0.1608243759,-0.5911505376,-0.7327380725,8
Konanakunte  kere,01/25,0.2549852588,-0.03923695337,-0.4946186923,-0.6055795279,8
Thalagattapura lake,01/25,0.140879752,-0.05107878351,-0.1143952832,-0.2458082816,8
Vajarahalli Govt.Katte,01/25,0.1796492194,-0.0252114764,-0.3372165234,-0.4966746304,8
Harohalli kere,01/25,0.339076674,-0.2289261735,0.03737257508,-0.2448846933,8
Puttenahalli Lake,01/25,0.4244031318,-0.1931991699,-0.5703705172,-0.6994758545,8
Chellakere kere,01/25,0.3256774596,-0.1416133479,-0.3847552307,-0.5558201543,8
Horamavu Agara,01/25,0.3271469345,-0.1981258056,0.08970135524,-0.1602766948,8
Horamavu kere,01/25,0.1887546399,-0.09962669365,0.04035861391,-0.2169531936,8
Kalkere Kere,01/25,0.2814928476,-0.1556475237,-0.1605669283,-0.3595022939,8
Nagareshvara Nagenahalli Kere,01/25,0.1040027034,-0.04115097617,0.2178165329,-0.04969021475,8
Rampura Kere,01/25,0.4001932221,-0.2024328951,-0.5750999319,-0.7316957195,8
Atturu kere,01/25,0.338821073,-0.1673984941,-0.293448868,-0.4853854407,8
Veerasagara kere,01/25,0.3819509977,-0.1994925934,-0.073487733,-0.309126444,8
Dodda bettahalli,01/25,0.08316113224,0.001041150241,-0.1544391689,-0.2897127186,8
Dasarahalli kere,01/25,0.2240302601,-0.1236945925,0.04923762527,-0.1499840151,8
Doddabidarakallu lake,01/25,0.113986897,0.1255898262,-0.3832364538,-0.544863083,8
Allasandra Lake,01/25,0.3384913174,-0.2514259829,0.1012242055,-0.1754301905,8
Andhrahalli Lake,01/25,0.2422550111,-0.05791635996,-0.3427537558,-0.526334197,8
Handrahalli kere,01/25,0.1788699273,-0.04557919769,-0.2426996992,-0.4087056571,8
Narasappanahalli kere,01/25,0.3310626808,-0.093175503,-0.6528544128,-0.7585324785,8
Valagere,01/25,0.2854026149,-0.1268416169,-0.105888995,-0.344221081,8
Shivapura New tank,01/25,0.2915964539,-0.1235386294,-0.1103795112,-0.3726186423,8
Agrahara Lake,01/25,0.2910017797,-0.1065391312,-0.0689862034,-0.2089217416,8
Chokkanahalli lake,01/25,0.2124790332,-0.03005536986,-0.1327001797,-0.2380827622,8
Jakkuru lake,01/25,0.4730994614,-0.2222271473,-0.2209893709,-0.4322422429,8
palanahalli,01/25,0.4392901189,-0.2254163654,-0.2450967627,-0.4629550134,8
Kattigenahalli lake,01/25,0.35662213,-0.2481225956,0.02566438533,-0.2045623089,8
Kogilu kere,01/25,0.3314788016,-0.1541121646,-0.2064010657,-0.3531105817,8
Venkateshapura lake,01/25,0.2129625297,-0.01893578585,-0.188147087,-0.3924040837,8
Bellihalli kere,01/25,0.3733661746,-0.02874095528,-0.4640583229,-0.5296316765,8
B. Channasandra lake,01/25,0.2369153699,-0.1535001879,-0.1298356874,-0.3169624829,8
Byappanahalli kere,01/25,0.3121293206,-0.05560282703,-0.5861485883,-0.7167455879,8
Kowdenahalli Kere,01/25,0.4394999901,-0.2322103805,-0.2611920663,-0.5054395838,8
Krishnarajapuram kere,01/25,0.1228914252,0.05523193581,-0.3399789942,-0.4886519051,8
Basavanapura kere,01/25,0.2259149156,-0.1745606418,0.008342569146,-0.2195340993,8
Shegehalli kere,01/25,0.4531418782,-0.2462399667,-0.2081953391,-0.4385374051,8
Mangamanapalya Kere,01/25,0.267327659,-0.1129679487,-0.1674650838,-0.3429113427,8
Hoodi kere-2,01/25,0.2413581508,-0.1728875228,0.04935984911,-0.2301349078,8
Jimkenahalli Kere,01/25,0.1584769312,-0.110677881,0.08448611488,-0.165380548,8
Kodigehalli lake,01/25,0.1645170182,-0.266190044,0.3614943799,0.1413737974,8
